,DATE,LOC,ORG,PER,Mean
kin,0.9882514814485659,0.9843101218802319,0.9934409125826504,0.9869287747890843,0.9882328226751331
twi,0.9842965897246791,0.9795729350931188,0.9938514390257084,0.9920748375722969,0.9874489503539509
luo,0.9812097196508169,0.9786215321474353,0.9915342776445379,0.9922106990068785,0.9858940571124172
nya,0.9814126294667145,0.9731726490995749,0.994195808444012,0.9912381074497055,0.9850047986150018
sna,0.9897304185646761,0.9680485898400445,0.9909469356648198,0.9910307743281427,0.9849391795994208
lug,0.9816349021523985,0.9829526943813931,0.9778376560148699,0.9969152084018831,0.9848351152376362
tsn,0.987383436327581,0.9666200273202324,0.9905375779981375,0.9904615755727609,0.9837506543046779
ibo,0.9916998210548531,0.9664146373336631,0.9857383489938243,0.9898101742511506,0.9834157454083727
ewe,0.9791232740032155,0.9707843360417672,0.9916488290920852,0.9915255991745426,0.9832705095779026
xho,0.9893708565926006,0.9612688572587615,0.9884448686796307,0.9894771439101602,0.9821404316102883
zul,0.9804509949441036,0.9696643342889346,0.9902346169881886,0.9880120091350699,0.9820904888390742
wol,0.9850973758671011,0.9572345293984759,0.9902914368464172,0.9899413858166077,0.9806411819821506
mos,0.9794845335050795,0.949868906344651,0.9921532903852315,0.9923437254117158,0.9784626139116694
swa,0.9557358671175249,0.9843089112509538,0.9807806771104735,0.9909537266658593,0.9779447955362028
bam,0.9784399089796102,0.9606653250320181,0.9791642292057341,0.9883642899517088,0.9766584382922678
yor,0.9808852686822772,0.9467183740213168,0.9900558076549277,0.986174850949505,0.9759585753270066
pcm,0.9490299818939584,0.9786364680353633,0.979579382730576,0.9925894199797757,0.9749588131599183
hau,0.9598907314526762,0.9561122875074954,0.9884837285345291,0.9906171137687407,0.9737759653158604
bbj,0.9695409459437242,0.9453465375100361,0.9828041968571994,0.9925512544579528,0.9725607336922281
fon,0.9602045968031936,0.9399067863396742,0.9851809393758165,0.9923465179423293,0.9694097101152535
