,PER,LOC,ORG,DATE,SWD_mean
bam,0.00580931129752571,0.010116427443790599,0.008188850442820694,0.006569067146756424,0.007670914082723357
bbj,0.005284262409077201,0.011533859457813378,0.005977268401238689,0.00798551995330854,0.007695227555359452
ewe,0.005865898046067741,0.008852358886088041,0.0055145200221886626,0.00947225432491905,0.0074262578198158735
fon,0.006255205023990129,0.011213820657758333,0.006095746138271352,0.009270550976907543,0.00820883069923184
hau,0.006175790693760064,0.01145782095954928,0.008836680445710954,0.009118659232171922,0.008897237832798055
ibo,0.005800632739010325,0.00951712059759302,0.00487328084091132,0.005263651096356625,0.006363671318467823
kin,0.006478538732153538,0.006755485581379617,0.005055171311596496,0.005333523059107392,0.005905679671059261
lug,0.003842998676645948,0.007062178800879337,0.010924223169240577,0.008413211780407437,0.007560653106793325
luo,0.005578298782893398,0.008496114516674425,0.006179873902055988,0.00629444583591976,0.006637183259385893
mos,0.006456589637764409,0.009971389999918756,0.005783958236406761,0.011409106590690499,0.008405261116195106
nya,0.005795976629087818,0.009440265321245533,0.0055171991043607704,0.00728535656025997,0.007009699403738523
pcm,0.0050827978948291275,0.008492001151807926,0.007949392110276676,0.01074409003922483,0.00806707029903464
sna,0.006203199171068263,0.008735139113014156,0.007200794812888489,0.005889723553991644,0.007007214162740638
swa,0.005592032109234424,0.0059852404383491375,0.00868475013612624,0.011183027498191223,0.007861262545475256
tsn,0.006110781385359587,0.008716042757441755,0.007132060977710353,0.005736929393151513,0.006923953628415802
twi,0.005362450527627516,0.008143737779391813,0.005188194270431268,0.0064438634071848355,0.006284561496158858
wol,0.005403030090747052,0.011297886842385196,0.005652982854826405,0.00552753602823941,0.006970358954049516
xho,0.006555803080118494,0.010393839571406716,0.005902267767851299,0.006060112013074104,0.007228005608112653
yor,0.007415055071760435,0.011617956801273976,0.006145441009266506,0.00725045715307715,0.008107227508844517
zul,0.005974918117772177,0.009955301768059144,0.005427626500932092,0.005728187112708838,0.006771508374868063
