,ORG,LOC,DATE,PER
bam,0.7373296022415161,0.8728786110877991,,0.9107865691184998
bbj,0.8479979038238525,0.6611205339431763,,0.9133695363998413
ewe,0.8740875124931335,0.9115576148033142,,0.8864696621894836
fon,0.881702184677124,0.7673153281211853,,0.8379226326942444
hau,0.8915272951126099,0.7451294660568237,,0.8945004343986511
ibo,0.8866835236549377,0.7955416440963745,,0.9219518899917603
kin,0.9126434326171875,0.9123602509498596,,0.8928790092468262
lug,0.8874244689941406,0.9511672854423523,,0.9360412359237671
luo,0.8962618112564087,0.9244957566261292,,0.9115172624588013
mos,0.8812041878700256,0.7562034726142883,,0.8414290547370911
nya,0.8884015083312988,0.7419828772544861,,0.9250894784927368
pcm,0.8051095604896545,0.9379673600196838,,0.9202091097831726
sna,0.8185627460479736,0.7556147575378418,,0.8868083953857422
swa,0.8550249934196472,0.9346417188644409,,0.886296808719635
tsn,0.8662279844284058,0.8063671588897705,,0.8843415975570679
twi,0.9259500503540039,0.9334405064582825,,0.9367577433586121
wol,0.8780887126922607,0.7166351675987244,,0.8939669728279114
xho,0.8209460973739624,0.691852331161499,,0.7220900058746338
yor,0.8611927032470703,0.6226430535316467,,0.7620183825492859
zul,0.858207106590271,0.8010174036026001,,0.8288346529006958
