,DATE,PER,LOC,ORG
bam,0.8115922212600708,0.8829189538955688,0.799161970615387,0.7853946685791016
bbj,0.7061063051223755,0.9034520387649536,0.5812656283378601,0.7945667505264282
ewe,0.6389815807342529,0.9002724885940552,0.8765141367912292,0.8972350358963013
fon,0.7478066086769104,0.8844470977783203,0.6960625648498535,0.8550195097923279
hau,0.8900133967399597,0.8858261108398438,0.7165155410766602,0.8822020888328552
ibo,0.9088913202285767,0.9014073014259338,0.8461658954620361,0.9182407855987549
kin,0.9018075466156006,0.8981030583381653,0.9275056719779968,0.9201439619064331
lug,0.8459200859069824,0.9734104871749878,0.9268404841423035,0.8733965158462524
luo,0.8635333180427551,0.9013142585754395,0.9055313467979431,0.8974049091339111
mos,0.6331740617752075,0.8756561279296875,0.7734286189079285,0.8480874300003052
nya,0.8555927276611328,0.8942884206771851,0.86952143907547,0.930173933506012
pcm,0.6446014642715454,0.9135332107543945,0.8867276906967163,0.863697350025177
sna,0.8966479897499084,0.9088087677955627,0.7898297309875488,0.906303882598877
swa,0.8148732781410217,0.9078565239906311,0.9355862736701965,0.8777465224266052
tsn,0.8902891874313354,0.8852768540382385,0.8314509391784668,0.908007025718689
twi,0.82029128074646,0.9238477945327759,0.900690495967865,0.9446837306022644
wol,0.8732039332389832,0.8890566229820251,0.7486891150474548,0.8897441625595093
xho,0.904592752456665,0.8733500242233276,0.6930124759674072,0.8785563111305237
yor,0.7190774083137512,0.7357307076454163,0.5583683848381042,0.80471271276474
zul,0.8841256499290466,0.8336913585662842,0.7997145652770996,0.9142974615097046
