,LOC,PER,DATE,ORG,Mean
twi,0.9530610164533811,0.8448838532568839,0.9725747841753377,0.9837820389836834,0.9385754232173216
ibo,0.9424835069243019,0.8534708278070448,0.981668655182026,0.9745487802277917,0.9380429425352911
kin,0.9582712731352226,0.841612478122365,0.9708128398215585,0.9814375516268298,0.938033535676494
lug,0.9707517196089556,0.8469026896134231,0.9686023419738242,0.9610704529979133,0.936831801048529
luo,0.958659912471924,0.8536071990893913,0.9556413162876896,0.9763349125272113,0.9360608350940539
sna,0.9359808390354039,0.8398788006615765,0.9832070799830087,0.9790301221177652,0.9345242104494386
ewe,0.9355528637089272,0.8532046596934365,0.9614242993170445,0.9757236389593484,0.9314763654196891
xho,0.9198151903284105,0.8501127726823773,0.9747639648897305,0.973058187473379,0.9294375288434743
nya,0.9368136152239956,0.8433608020285125,0.9586827902288404,0.9784932592669188,0.9293376166870669
zul,0.9359690149611758,0.8386608612422591,0.9653751567454529,0.9772383079857682,0.9293108352336641
tsn,0.9257480866002075,0.843660289215973,0.9710844608503553,0.9723007980899196,0.9281984086891139
wol,0.9178587065022532,0.8362255589429186,0.9670121567686676,0.9702211560984505,0.9228293945780724
mos,0.9088938692506813,0.8481366877707466,0.9511723608619552,0.9726119064053113,0.9202037060721736
bam,0.9245778541444,0.8334184302746588,0.9568250949711041,0.958813685678883,0.9184087662672615
swa,0.9427734504513127,0.8395157137173123,0.924105999884928,0.9657725146911458,0.9180419196861747
yor,0.8936451830656172,0.8368557451569376,0.9608022776548479,0.9720117270022055,0.915828733219902
fon,0.9030347893252286,0.8506494596087554,0.934081751137672,0.9715322747486638,0.9148245687050799
bbj,0.9007169606216866,0.8506917976140902,0.9415050147521339,0.9658729600951181,0.9146966832707573
pcm,0.9313517208642607,0.8440203236545244,0.8949734646420661,0.9582647510798387,0.9071525650601724
hau,0.9012827549771769,0.840749320307419,0.9236040963433083,0.9596695679727092,0.9063264349001533
