,DATE,PER,LOC,ORG,Mean
lug,0.999997499498309,0.999993272893633,0.9999984923077502,0.9999974855923375,0.9999966875730074
nya,0.9999963622533616,0.9999925542303163,0.9999975603384721,0.9999968067731902,0.9999958208988351
kin,0.9999972014314783,0.9999884050715847,0.9999989254456779,0.9999972725988554,0.9999954511368991
sna,0.9999960359703488,0.999991345697192,0.9999959134494368,0.9999973738432619,0.9999951672400598
zul,0.9999937350483512,0.9999927852331848,0.9999966051593087,0.9999966603914755,0.9999949464580801
xho,0.9999959477601844,0.999989612247369,0.9999953043505415,0.9999967163978724,0.9999943951889918
wol,0.9999954693487965,0.9999883006036443,0.9999965359373322,0.9999963644783345,0.9999941675920269
hau,0.9999895085943371,0.9999916950353324,0.9999949223730761,0.9999937442822265,0.999992467571243
luo,0.9999931552966158,0.999988986576259,0.9999961858060193,0.9999905959827976,0.999992230915423
mos,0.9999905571083446,0.9999868227851845,0.9999942362226667,0.9999957120610211,0.9999918320443042
tsn,0.9999937255612442,0.9999859366022174,0.9999947501808819,0.9999911249856681,0.9999913843325029
twi,0.999990745885777,0.9999873482009086,0.9999937291522583,0.9999921272465813,0.9999909876213813
ibo,0.999993313265881,0.9999886905421147,0.9999951666168189,0.999985988592515,0.9999907897543324
bbj,0.9999868570074747,0.9999911038217543,0.9999904861729821,0.9999933372912996,0.9999904460733777
ewe,0.9999891810357833,0.9999855377315198,0.9999930529704726,0.999992705646166,0.9999901193459855
yor,0.9999876517323851,0.9999903454615199,0.9999905887945314,0.9999917457130105,0.9999900829253617
bam,0.9999895990923494,0.9999837576925293,0.999991932595372,0.9999930365379972,0.9999895814795621
swa,0.9999843323960257,0.9999873097571039,0.9999919177232787,0.9999891874461841,0.9999881868306482
fon,0.9999813688512251,0.9999831752365336,0.9999899991403822,0.9999909599584855,0.9999863757966566
pcm,0.9999727497580453,0.9999811108121844,0.9999888025227358,0.9999821366354853,0.9999811999321128
