,PER,DATE,ORG,LOC,Mean
ibo,0.9999405137334362,0.9999142097749533,0.9999528419330771,0.9998978515268206,0.9999263542420718
kin,0.9999093720893457,0.9998691411678106,0.9999750668984028,0.9999246427721915,0.9999195557319377
zul,0.999916391472619,0.9999255844085967,0.9999343032005868,0.9998002924166144,0.9998941428746043
wol,0.9999399922004271,0.9998538759488241,0.999973181909789,0.9997392657540298,0.9998765789532674
nya,0.9997096246333455,0.9998590513176429,0.9999678589860943,0.999935056057997,0.9998678977487699
sna,0.9999107337777189,0.9999480271854452,0.9999589812821003,0.9996141939922909,0.9998579840593889
luo,0.9996185524305763,0.9998855470827992,0.9999643780718528,0.9999580359120055,0.9998566283743084
bam,0.9998736991591588,0.999848823962841,0.9998951787181026,0.999797806544785,0.9998538770962218
tsn,0.9997091845215315,0.999853169181617,0.9999312341155806,0.9999116818986403,0.9998513174293423
fon,0.999694585835097,0.9998639479018218,0.9999339378152865,0.9998805970725315,0.9998432671561842
hau,0.9998912476344664,0.9999108774437847,0.9999090173889282,0.9996380116376754,0.9998372885262137
swa,0.9998187026324222,0.99956728586666,0.9999740027572593,0.9999475368334667,0.9998268820224521
lug,0.9997995321705889,0.999875959626935,0.9998342988988533,0.9997955771537849,0.9998263419625406
yor,0.9997422680640059,0.999876910997366,0.9999403560572767,0.9997077514344308,0.9998168216382699
xho,0.9999371336745233,0.9999548243329736,0.9999066759284719,0.9993475098557896,0.9997865359479396
mos,0.9997564923894879,0.9995155729218383,0.9999715385171252,0.9998385275147617,0.9997705328358033
twi,0.9998124249805437,0.9996463894449538,0.9999390444577596,0.9996786855551835,0.9997691361096102
pcm,0.9998893282978363,0.9992447905253126,0.999939204449214,0.9998551832526233,0.9997321266312466
ewe,0.9997680004541106,0.9980222623891979,0.9998814713375991,0.9997224511018981,0.9993485463207015
bbj,0.9997815049125869,0.998738295610926,0.9991068664704867,0.9990849937497467,0.9991779151859366
