,DATE,PER,LOC,ORG
bam,,,0.9237768054008484,0.8927106261253357
bbj,,,0.8281495571136475,0.9248239398002625
ewe,,0.9489827752113342,,0.9202612638473511
fon,,0.9404242634773254,0.9134860634803772,0.9473458528518677
hau,,0.9643653035163879,0.8901801109313965,0.9541158080101013
ibo,,,0.9037865996360779,0.9463684558868408
kin,,0.956051766872406,0.9184741377830505,0.9267866611480713
lug,,0.9543601870536804,,0.9563875794410706
luo,,0.9527318477630615,,0.9232596755027771
mos,,0.9457191228866577,,0.9480224847793579
nya,,,0.9123278260231018,0.9410024285316467
pcm,,0.9571833610534668,0.908157467842102,
sna,,0.9613639116287231,0.9095414876937866,
swa,,0.9630159139633179,0.9265197515487671,0.8769312500953674
tsn,,,0.8918753862380981,0.9421961307525635
twi,,0.971606433391571,0.9252772927284241,0.96293044090271
wol,,0.9588210582733154,0.9040185213088989,0.9257329106330872
xho,,0.9155527353286743,0.8771830797195435,
yor,,,0.7915312051773071,0.9325709342956543
zul,,,0.8858335614204407,
