,DATE,PER,LOC,ORG
bam,,,0.8912726640701294,0.8549395799636841
bbj,,,0.7490866184234619,0.8892101049423218
ewe,,0.9282418489456177,,0.8818876147270203
fon,,0.9110677242279053,0.8756129741668701,0.9220602512359619
hau,,0.950271487236023,0.8561274409294128,0.9300442337989807
ibo,,,0.8639605045318604,0.9308353662490845
kin,,0.9568749666213989,0.8780140280723572,0.8953335285186768
lug,,0.9379251003265381,,0.9367372989654541
luo,,0.9328795671463013,,0.8704363703727722
mos,,0.9228428602218628,,0.921962320804596
nya,,0.9581911563873291,0.868122935295105,0.9090075492858887
pcm,,0.9440962076187134,0.8638569116592407,0.8442314267158508
sna,,0.9437113404273987,0.869493842124939,0.923495888710022
swa,,0.9396281838417053,0.8857224583625793,0.875616729259491
tsn,,,0.8388139009475708,0.9074770212173462
twi,,0.9609692692756653,0.8989781737327576,0.9474767446517944
wol,,0.9461755752563477,0.8631186485290527,0.8975284695625305
xho,,0.8708770275115967,0.8183842301368713,
yor,,,0.6915351152420044,0.9022886753082275
zul,,0.9108145236968994,0.8308773040771484,
