,PER,LOC,DATE,ORG,Mean
twi,0.9076070188685205,0.982522063733201,0.9861979890266127,0.9914549131138537,0.966945496185547
sna,0.8977295523103159,0.9794990306771657,0.9917050995155651,0.9886871541602257,0.9644052091658181
nya,0.8986399392720382,0.9833687688482425,0.9849902398334316,0.9905974515773069,0.9643990998827549
luo,0.8980951770173543,0.9859458093735263,0.9858071587745327,0.9842811255969218,0.9635323176905838
kin,0.8876530711010755,0.9871694529890797,0.9910625351511531,0.9879050760127766,0.9634475338135212
lug,0.9008215175622186,0.9863512715201355,0.9863264225258221,0.978116912223681,0.9629040309579643
ewe,0.9068775845149982,0.9732822512465985,0.975963585794006,0.9876123079068744,0.9609339323656192
ibo,0.8929802740796839,0.9752886584076895,0.990496654931745,0.9828445660498507,0.9604025383672423
zul,0.8979945056397995,0.9767423262978887,0.9805471450759684,0.985491041221066,0.9601937545586807
xho,0.9007023057976308,0.9728218352148618,0.9838761944430628,0.9828928022052603,0.960073284415204
tsn,0.8978254687359447,0.9672017759246334,0.9882206128648956,0.9851373828624427,0.959596310096979
mos,0.9010270200678562,0.9661391307725679,0.9837558298862904,0.9868864972220961,0.9594521194872027
wol,0.8934619030398976,0.9710326078022865,0.9874898805487058,0.9824809676093634,0.9586163397500634
swa,0.9036053886961951,0.9815344027153408,0.9609609149520287,0.9826298314295138,0.9571826344482697
yor,0.8963492410725521,0.9564099246084192,0.9809076720700004,0.9873728156861326,0.9552599133592761
bam,0.8930599699276404,0.9721599354486475,0.9763127265446905,0.975900547846417,0.9543582949418489
hau,0.898380923305336,0.965711446610305,0.9599722455486918,0.9862728199075778,0.9525843588429777
pcm,0.9089228886132626,0.9783216898213555,0.9457936057841366,0.9769082296801667,0.9524866034747304
fon,0.9045365298505645,0.9575569762500018,0.9592000000738962,0.9828240773531802,0.9510293958819107
bbj,0.9034141928907419,0.9509448132238866,0.9686419990346608,0.9754983620205292,0.9496248417924545
