,PER,LOC,DATE,ORG,Mean
kin,0.795665037592406,0.940140159987947,0.9147656504187857,0.9364622513633704,0.8967582748406272
twi,0.799409340539158,0.9231584151881487,0.8881459965771672,0.9570824766386337,0.8919490572357769
luo,0.7858748005729952,0.93260195445622,0.897858109045888,0.9436880133011566,0.8900057193440649
lug,0.778769994770205,0.9639314275315112,0.8797848633699766,0.928780944619251,0.887816807572736
swa,0.7861726352642127,0.937181287292659,0.8689102403540137,0.9450994223378252,0.8843408963121776
ibo,0.762502948694974,0.8977452043317761,0.9344039970559443,0.9300057037681664,0.8811644634627153
nya,0.7846301770869815,0.8870090318583013,0.897602415189277,0.9462978165056334,0.8788848601600483
sna,0.7519295721354982,0.8526181457441794,0.9626636398511526,0.9309688065038992,0.8745450410586824
zul,0.7739688231564122,0.8401703611842536,0.9106159076895536,0.9158602406313092,0.8601538331653822
xho,0.805209677719266,0.7684951528751578,0.9627776560026816,0.8937997821767498,0.8575705671934637
tsn,0.7930687210514759,0.787840830340165,0.9123811644664829,0.9340194955560798,0.8568275528535509
ewe,0.7860922943596299,0.9239034161538003,0.7798358480385086,0.9344854536773021,0.8560792530573101
hau,0.7684642368244132,0.8001613434191851,0.9133582857070206,0.9345753149068464,0.8541397952143664
wol,0.7896040676521241,0.7986277996850257,0.8834875208906061,0.9297538327693751,0.8503683052492828
bam,0.7397314937541247,0.8709173290143305,0.8650152322316998,0.8813067853181656,0.8392427100795802
fon,0.7742389091045743,0.8233767630965864,0.8352589699446548,0.9194516378081921,0.8380815699885019
mos,0.7604184781062925,0.8189362886065207,0.8170171966382331,0.9307841932694396,0.8317890391551215
pcm,0.7920823389080264,0.9160693328645497,0.7072236681779895,0.910476138626838,0.8314628696443509
bbj,0.7910379852393588,0.6646768499271815,0.7928303452110448,0.8488885924181395,0.7743584431989311
yor,0.6983992018556937,0.6550586761911257,0.8215876432186944,0.9011628185273867,0.7690520849482251
