,ORG,PER,DATE,LOC,Mean
luo,0.9220233913802294,0.8104432060634271,0.9117069895728659,0.9430305025775122,0.8968010223985087
lug,0.9048854034920213,0.7659367152535365,0.9396843612425353,0.9296523371629078,0.8850397042877501
kin,0.9075574892662175,0.7803533827911237,0.916480185458224,0.9230343356953078,0.8818563483027182
twi,0.9224986531329821,0.8089916322669575,0.8614599443517587,0.9072670033793578,0.875054308282764
nya,0.9255998367195704,0.7648399270264583,0.8815717412881037,0.9191379695146875,0.872787368637205
ibo,0.8964268769952233,0.7611092233265851,0.9248308401603464,0.8938377975781454,0.869051184515075
hau,0.9302268250081324,0.7462570066122279,0.9281417145416258,0.8677548275445282,0.8680950934266286
zul,0.8958563594126272,0.7477297527758849,0.9266785720221863,0.8948683920514948,0.8662832690655484
sna,0.8755609178537904,0.771025653160437,0.9512663536585209,0.8571347988848149,0.8637469308893909
swa,0.9016729762631978,0.7712057514237725,0.8578950010321251,0.9160755591426415,0.8617123219654341
tsn,0.9076099023165862,0.7537425119923798,0.9245358986637763,0.8350895410745546,0.8552444635118243
wol,0.9059141489608388,0.7826250383285105,0.8852133572299862,0.8278596029619386,0.8504030368703186
xho,0.8813664562863263,0.7749430402742034,0.9489993266595264,0.7884729131730451,0.8484454340982753
fon,0.9169672160675796,0.7679847100890381,0.833374005461627,0.8591857158727533,0.8443779118727495
ewe,0.8926452141680352,0.7839733131231015,0.7407829727674563,0.9068983323015471,0.8310749580900351
mos,0.889543638306983,0.7118542045594376,0.8521832139966633,0.8654212564651905,0.8297505783320686
bam,0.7920710402681252,0.7362214353156732,0.8761219093306674,0.9100291678599769,0.8286108881936106
pcm,0.871197801612176,0.7564327128066202,0.6271479177321344,0.8949159090250763,0.7874235852940017
yor,0.8912665594217337,0.6999597807553157,0.8071537620221577,0.7510505796380141,0.7873576704593054
bbj,0.8745026855145901,0.7888262192567299,0.7453862929582178,0.7162899613145876,0.7812512897610313
