,PER,LOC,ORG,DATE
bam,0.9714242219924927,0.9672626256942749,0.9511862993240356,
bbj,0.975145161151886,0.938139796257019,0.9724047183990479,
ewe,0.9755673408508301,0.9496349692344666,0.9752846360206604,
fon,0.9787750840187073,0.9570279717445374,0.97613924741745,
hau,0.977131724357605,0.9373540282249451,0.9715396761894226,
ibo,,0.9509642124176025,0.9765749573707581,
kin,0.9781534671783447,0.9631386995315552,0.9780740141868591,
lug,0.9789671301841736,,0.9650859236717224,
luo,0.977149248123169,,0.9618679881095886,
mos,0.9822570085525513,0.963695228099823,0.9766541719436646,
nya,0.9869322776794434,0.968189537525177,0.9751912355422974,
pcm,0.9803705811500549,0.9529811143875122,0.9456070065498352,
sna,0.9778978824615479,0.9628223776817322,0.9766340851783752,
swa,0.9713414311408997,0.9385783672332764,0.95265132188797,
tsn,,0.9584378004074097,0.9768500924110413,
twi,0.9866735935211182,0.9689167141914368,0.9831322431564331,
wol,0.9844434261322021,0.9576714038848877,0.9681176543235779,
xho,0.9599324464797974,0.950383186340332,0.9607812762260437,
yor,,0.9298824071884155,0.9718401432037354,
zul,0.9778584241867065,0.9519062638282776,0.9781255722045898,
