,DATE,LOC,PER,ORG
bam,0.98441481590271,0.9678081274032593,0.9897369146347046,0.9704801440238953
bbj,0.9695306420326233,0.9498948454856873,0.9873859882354736,0.9876573085784912
ewe,0.9662052989006042,0.9760285019874573,0.9853284358978271,0.9907503724098206
fon,0.9673928022384644,0.9597983956336975,0.9826483726501465,0.9880566596984863
hau,0.9595275521278381,0.9536855220794678,0.9858009219169617,0.9793849587440491
ibo,0.9890676140785217,0.9504358172416687,0.9923946857452393,0.9895370006561279
kin,0.9851891994476318,0.9862181544303894,0.984925389289856,0.9924523830413818
lug,0.9751840829849243,0.987369954586029,0.9835159778594971,0.976855456829071
luo,0.9844182729721069,0.9821388125419617,0.9834502935409546,0.98566073179245
mos,0.9643705487251282,0.9639059901237488,0.983045756816864,0.9902785420417786
nya,0.9726231694221497,0.9588095545768738,0.9921613335609436,0.9904888272285461
pcm,0.9345266222953796,0.9837131500244141,0.9840278625488281,0.973374605178833
sna,0.9747450351715088,0.9663686752319336,0.9868247509002686,0.9792347550392151
swa,0.9466832280158997,0.9880675077438354,0.9817766547203064,0.9777183532714844
tsn,0.981833815574646,0.9775579571723938,0.9833523035049438,0.9819879531860352
twi,0.9821709394454956,0.9861983060836792,0.987465500831604,0.9942069053649902
wol,0.9853585958480835,0.9487637281417847,0.9904717206954956,0.9855596423149109
xho,0.9862554669380188,0.9630082249641418,0.973256528377533,0.9834302067756653
yor,0.9776369333267212,0.9516070485115051,0.9837907552719116,0.9823256134986877
zul,0.9831663370132446,0.9688684940338135,0.9835999011993408,0.988007128238678
