,DATE,ORG,LOC,PER,Mean
kin,0.9311097860336304,0.921307384967804,0.9152635335922241,0.9178045392036438,0.9213713109493256
twi,0.8779122829437256,0.9471888542175293,0.9020983576774597,0.9271036386489868,0.9135757833719254
ibo,0.9462742805480957,0.9286858439445496,0.8448468446731567,0.9153119325637817,0.9087797254323959
luo,0.911892831325531,0.9159673452377319,0.9036749601364136,0.8934181928634644,0.9062383323907852
lug,0.9012863636016846,0.9205825924873352,0.910283088684082,0.8897541761398315,0.9054765552282333
tsn,0.921760618686676,0.9081700444221497,0.8639552593231201,0.9054044485092163,0.8998225927352905
nya,0.9084009528160095,0.9177848100662231,0.8131111264228821,0.9314782619476318,0.8926937878131866
sna,0.9379093647003174,0.9174872636795044,0.8015285730361938,0.9137973189353943,0.8926806300878525
zul,0.9170289635658264,0.927645206451416,0.8535571098327637,0.8633240461349487,0.8903888314962387
hau,0.9108063578605652,0.9311328530311584,0.7813156247138977,0.9116873741149902,0.8837355524301529
xho,0.9526363015174866,0.9092413187026978,0.7764812111854553,0.8678604960441589,0.8765548318624496
wol,0.8973084688186646,0.9055310487747192,0.7732135057449341,0.9142003655433655,0.8725633472204208
swa,0.8538063764572144,0.8548991084098816,0.8959694504737854,0.8730069398880005,0.8694204688072205
fon,0.831689178943634,0.9087601900100708,0.7855988144874573,0.8954429030418396,0.8553727716207504
mos,0.7781470417976379,0.8996870517730713,0.8176232576370239,0.9021310806274414,0.8493971079587936
bam,0.8661124110221863,0.7677469849586487,0.8445149660110474,0.89886474609375,0.8443097770214081
ewe,0.6847578883171082,0.9134685397148132,0.8564090132713318,0.892214834690094,0.8367125689983368
pcm,0.6756682991981506,0.8369520306587219,0.8840662240982056,0.9107042551040649,0.8268477022647858
bbj,0.7738953232765198,0.8697177767753601,0.6830915212631226,0.9021034836769104,0.8072020262479782
yor,0.8321509957313538,0.864713728427887,0.6928663849830627,0.8202704787254333,0.8025003969669342
