,LOC,ORG,PER,DATE,Mean
twi,0.9186012744903564,0.9624476432800293,0.9639117121696472,,0.948320209980011
kin,0.9099119901657104,0.952505350112915,0.9669530391693115,,0.943123459815979
lug,0.9190260767936707,0.9526687860488892,0.9448919296264648,,0.9388622641563416
nya,0.8936071991920471,0.943851888179779,0.9671235084533691,,0.9348608652750651
hau,0.8869537115097046,0.9552780389785767,0.9608577489852905,,0.9343631664911906
ibo,0.8980635404586792,0.9490310549736023,0.9529872536659241,,0.9333606163660685
mos,0.9055344462394714,0.9396130442619324,0.9467542767524719,,0.9306339224179586
tsn,0.8900209665298462,0.9391508102416992,0.9547126889228821,,0.9279614885648092
wol,0.8882607817649841,0.9399533867835999,0.9541665315628052,,0.927460233370463
sna,0.8763365149497986,0.947767972946167,0.9548671245574951,,0.9263238708178202
luo,0.9246553182601929,0.9057158827781677,0.9475393891334534,,0.925970196723938
fon,0.8996101021766663,0.9392839670181274,0.9361914992332458,,0.9250285228093466
ewe,0.8930121064186096,0.9323351979255676,0.934705376625061,,0.9200175603230795
zul,0.8764587640762329,0.9513610601425171,0.9308008551597595,,0.9195402264595032
pcm,0.8998968005180359,0.9014151692390442,0.9549247026443481,,0.9187455574671427
swa,0.9084105491638184,0.895215630531311,0.9467865824699402,,0.9168042540550232
bam,0.9111608266830444,0.8484625220298767,0.9541388154029846,,0.9045873880386353
xho,0.8636552691459656,0.9434782266616821,0.9052512049674988,,0.9041282335917155
bbj,0.8046926259994507,0.921208381652832,0.9474062323570251,,0.8911024133364359
yor,0.783105194568634,0.9202691316604614,,,0.8516871631145477
