,DATE,PER,ORG,LOC,Mean
lug,0.6364337,0.9271189,0.8969103,0.78642505,0.81172204
kin,0.6224243,0.8903484,0.88843596,0.82171476,0.8057308
luo,0.63785076,0.85881674,0.8619244,0.81609863,0.7936727
tsn,0.66036934,0.7674694,0.83584297,0.817367,0.77026224
pcm,0.62937856,0.8203709,0.81939936,0.7997281,0.76721925
ewe,0.6730838,0.80154014,0.79908574,0.7810544,0.76369107
sna,0.6456989,0.7605609,0.8575753,0.78815675,0.7629979
wol,0.63102424,0.84045875,0.8364047,0.7356809,0.7608921
nya,0.6431798,0.7046387,0.8864392,0.79574287,0.7575002
hau,0.66069293,0.81660676,0.76113397,0.7827182,0.75528795
ibo,0.6126089,0.8438591,0.8232595,0.7406203,0.75508696
twi,0.6221384,0.79347795,0.80605096,0.7773597,0.74975675
swa,0.6387052,0.78807503,0.81537354,0.75301164,0.74879134
mos,0.63452077,0.8056699,0.8094665,0.7296594,0.7448291
bam,0.6751663,0.7873889,0.7678821,0.7443067,0.74368596
yor,0.6401239,0.76029193,0.78557,0.72615,0.728034
bbj,0.61431384,0.7906183,0.7682806,0.69791985,0.71778315
zul,0.7652334,0.6915714,0.73971224,0.62490493,0.70535547
xho,0.7230935,0.6740707,0.6629825,0.7410599,0.70030165
fon,0.6209106,0.6771117,0.73420167,0.7251026,0.68933165
