,LOC,ORG,PER,DATE,Mean
lug,0.9999978014676881,0.9999967505430233,0.999999340240382,0.9999968971366718,0.9999976973469413
sna,0.9999977087491199,0.9999973107927251,0.9999982864159261,0.9999971640166154,0.9999976174935966
xho,0.9999967935232549,0.9999975890736482,0.9999969021098891,0.9999966898731459,0.9999969936449845
nya,0.9999977757579576,0.9999958746654372,0.9999983229267605,0.9999951012449234,0.9999967686487696
kin,0.9999982795345328,0.999997294673976,0.9999965212634795,0.999994842276949,0.9999967344372344
wol,0.9999950595926694,0.999995797787112,0.9999976525370756,0.9999936653811801,0.9999955438245092
zul,0.9999959925228995,0.999996795471216,0.9999985374843174,0.9999903117997573,0.9999954093195476
mos,0.9999952260902011,0.9999963548830624,0.9999966868486475,0.9999911112980541,0.9999948447799912
twi,0.9999933494739235,0.9999929667439804,0.9999973101444705,0.9999912720934605,0.9999937246139587
bam,0.9999945292318811,0.9999934150433644,0.9999969464211798,0.9999871133564603,0.9999930010132214
hau,0.9999923676900153,0.9999938118797455,0.9999972753782672,0.9999883663137773,0.9999929553154513
tsn,0.99999238785221,0.9999905073792916,0.9999958219030237,0.9999925156645674,0.9999928081997731
yor,0.9999924206952462,0.9999949320504455,0.9999942523599128,0.9999894547856389,0.9999927649728109
luo,0.999995280978349,0.9999898240463063,0.9999943826789794,0.999991207239908,0.9999926737358856
ewe,0.9999931135204603,0.9999929012090802,0.9999964465004652,0.9999867664613038,0.9999923069228274
bbj,0.999992405051984,0.9999941543358455,0.9999954403442309,0.9999867584515579,0.9999921895459045
ibo,0.9999951845963078,0.9999821619345847,0.9999966820665502,0.9999930782126957,0.9999917767025346
fon,0.9999923624999156,0.9999919819277073,0.9999943586062071,0.9999799922682918,0.9999896738255304
swa,0.9999923140819248,0.9999898255431516,0.9999945366616342,0.9999810848998921,0.9999894402966507
pcm,0.9999872812186223,0.9999799662641115,0.9999909989814284,0.9999676233864596,0.9999814674626555
