layer,model,rank_type,language,pearson
2,mbert,top5,sna,0.9999591877121566
2,mbert,top5,lug,0.9999551539086391
2,mbert,top5,xho,0.9999484742521597
2,mbert,top5,nya,0.9999472500111904
2,mbert,top5,zul,0.9999440457118014
2,mbert,worst5,yor,0.9998444561133703
2,mbert,worst5,pcm,0.999856135072166
2,mbert,worst5,bbj,0.999860394771964
2,mbert,worst5,fon,0.9998753169312337
2,mbert,worst5,ewe,0.9998832793077463
3,mbert,top5,lug,0.9999830939578113
3,mbert,top5,sna,0.9999828998629421
3,mbert,top5,zul,0.9999811904571411
3,mbert,top5,nya,0.9999811038955718
3,mbert,top5,xho,0.9999803891935695
3,mbert,worst5,pcm,0.9999525014970123
3,mbert,worst5,yor,0.9999531257622395
3,mbert,worst5,bbj,0.9999560197166713
3,mbert,worst5,fon,0.9999638133922757
3,mbert,worst5,ewe,0.9999643027482896
10,mbert,top5,nya,0.9836235730196643
10,mbert,top5,kin,0.9833734912935195
10,mbert,top5,sna,0.9829272120872512
10,mbert,top5,lug,0.9823479146862624
10,mbert,top5,twi,0.9803784679082512
10,mbert,worst5,pcm,0.9587060846505153
10,mbert,worst5,bbj,0.9620909551483334
10,mbert,worst5,fon,0.9635890461896681
10,mbert,worst5,yor,0.9664708652226606
10,mbert,worst5,ewe,0.9706105914274064
12,mbert,top5,nya,0.9757084353776743
12,mbert,top5,kin,0.9746607777753313
12,mbert,top5,sna,0.9740386604965494
12,mbert,top5,lug,0.971779070959104
12,mbert,top5,twi,0.9690638240352547
12,mbert,worst5,bbj,0.9139775122927334
12,mbert,worst5,fon,0.9285642620576657
12,mbert,worst5,pcm,0.928847502507822
12,mbert,worst5,yor,0.9468575737704917
12,mbert,worst5,ewe,0.9540716259539418
