,LOC,PER,ORG,DATE,Mean
kin,0.9999130964279175,0.9994840025901794,0.9998597502708435,,0.9998747023563941
ewe,0.9999169111251831,0.9994542002677917,0.9998552799224854,,0.9998735160503572
wol,0.9998319149017334,0.9993828535079956,0.9998974800109863,,0.9998506631666016
sna,0.9998907446861267,0.9992274045944214,0.999833345413208,,0.9998435603762136
lug,0.9998672008514404,0.9994978904724121,0.9997863173484802,,0.9998171804020706
nya,0.9997519850730896,0.9994786381721497,0.9998911619186401,,0.999811585088378
luo,0.9999139904975891,0.9995244741439819,0.9997113943099976,,0.9998042976971969
mos,0.9998711347579956,0.9993675947189331,0.9997621774673462,,0.9998035766546008
zul,0.9997456073760986,0.9995020031929016,0.9998643398284912,,0.9997961492214388
twi,0.9996877908706665,0.9987835884094238,0.9999142289161682,,0.9997713762579612
yor,0.9996393322944641,,0.9998413920402527,,0.9997403621673584
bbj,0.9997009634971619,0.9994428753852844,0.9997915625572205,,0.9997374264939317
bam,0.9998596906661987,0.9994279146194458,0.9995958805084229,,0.9997190514814507
xho,0.9998219609260559,0.9994717240333557,0.9996178150177002,,0.9997126598959988
ibo,0.9997690320014954,0.9994702935218811,0.9996379613876343,,0.9996967043691468
tsn,0.9994928240776062,0.9992589354515076,0.9998744130134583,,0.9996712491350267
swa,0.9998849630355835,0.9995075464248657,0.9994243383407593,,0.999650366097978
hau,0.9998758435249329,0.9970141053199768,0.9992468953132629,,0.9994871772608711
pcm,0.9994876384735107,0.9984551072120667,0.9990113973617554,,0.9992263797417428
fon,0.9952501654624939,0.999412477016449,0.999832034111023,,0.997595605919662
