,LOC,ORG,DATE,PER,Mean
bbj,,0.9984880685806274,,,0.9984880685806274
nya,,0.9982916116714478,,,0.9982916116714478
wol,,0.9982003569602966,,,0.9982003569602966
tsn,0.9977798461914062,0.9983352422714233,,,0.9980575442314148
ibo,0.9969315528869629,0.9981510043144226,,,0.9975412786006927
zul,0.9975405335426331,,,,0.9975405335426331
kin,,0.9972406625747681,,,0.9972406625747681
bam,,0.9971596002578735,,,0.9971596002578735
ewe,,0.9986994862556458,,0.9952152967453003,0.996957391500473
mos,,0.9986321926116943,,0.9947654604911804,0.9966988265514374
yor,0.9950724244117737,0.998275876045227,,,0.9966741502285004
pcm,0.9980899095535278,,,0.9946454763412476,0.9963676929473877
xho,0.9977608323097229,,,0.9941064119338989,0.9959336221218109
fon,,,,0.9956176280975342,0.9956176280975342
luo,,0.9975205063819885,,0.9935653209686279,0.9955429136753082
twi,,,,0.9953978061676025,0.9953978061676025
sna,0.9980983734130859,,,0.9923577904701233,0.9952280819416046
swa,,,,0.9949329495429993,0.9949329495429993
lug,,0.9967561960220337,,0.9900712966918945,0.9934137463569641
hau,,0.9891542792320251,,0.994840681552887,0.991997480392456
