,DATE,PER,ORG,LOC
bam,0.9999963045120239,0.9999950528144836,0.999995231628418,0.9999973177909851
bbj,0.9999955892562866,0.9999977946281433,0.9999970197677612,0.9999949336051941
ewe,0.9999923706054688,0.9999980330467224,0.999997079372406,0.9999966621398926
fon,0.9999929070472717,0.999997615814209,0.9999951720237732,0.9999973177909851
hau,0.9999847412109375,0.9999969601631165,0.9999971985816956,0.9999952912330627
ibo,0.9999979734420776,0.9999983906745911,0.999997079372406,0.9999976754188538
kin,0.9999979138374329,0.9999951124191284,0.9999966025352478,0.999995231628418
lug,0.9999986290931702,0.9999995827674866,0.9999964237213135,0.9999978542327881
luo,0.9999972581863403,0.999998152256012,0.9999930262565613,0.9999979138374329
mos,0.9999958276748657,0.9999964237213135,0.9999983310699463,0.9999988675117493
nya,0.9999976754188538,0.9999977350234985,0.9999977946281433,0.9999975562095642
pcm,0.9999880790710449,0.9999970197677612,0.999993622303009,0.9999937415122986
sna,0.9999976754188538,0.999996542930603,0.9999903440475464,0.9999985098838806
swa,0.9999905228614807,0.9999977946281433,0.9999950528144836,0.9999961256980896
tsn,0.9999971389770508,0.9999979734420776,0.9999935626983643,0.9999977350234985
twi,0.9999955296516418,0.9999969005584717,0.9999977350234985,0.9999949932098389
wol,0.9999967217445374,0.9999990463256836,0.9999973773956299,0.9999982714653015
xho,0.9999917149543762,0.9999988675117493,0.9999970197677612,0.9999974966049194
yor,0.9999960064888,0.9999969601631165,0.9999961256980896,0.9999960660934448
zul,0.9999978542327881,0.9999984502792358,0.9999988675117493,0.9999983310699463
