,PER,LOC,ORG,DATE
bam,0.9998398423194885,0.9999180436134338,0.9999381899833679,
bbj,0.9998279809951782,0.9998946189880371,0.9999375939369202,
ewe,0.9997905492782593,0.9999383687973022,0.9999091029167175,
fon,0.9998335838317871,0.9998944401741028,0.9999021887779236,
hau,0.9997294545173645,0.9998927712440491,0.9997085332870483,
ibo,0.9998674988746643,0.999912440776825,0.9999464750289917,
kin,0.9998422265052795,0.9999247193336487,0.999934732913971,
lug,0.9998975992202759,0.9998926520347595,0.9999643564224243,
luo,0.9998714327812195,0.9998490810394287,0.9997990727424622,
mos,0.9998381733894348,0.9998733401298523,0.9998762607574463,
nya,0.9999035596847534,0.9999307990074158,0.9999303221702576,
pcm,0.9997825622558594,0.9997807145118713,0.9996076822280884,
sna,0.9999112486839294,0.9999285340309143,0.9999260902404785,
swa,0.9997155070304871,0.9998129606246948,0.9997636675834656,
tsn,0.9999251365661621,0.9998642802238464,0.9998294711112976,
twi,0.9998713135719299,0.9998230338096619,0.9998733997344971,
wol,0.9998374581336975,0.9998997449874878,0.9997674822807312,
xho,0.9998179078102112,0.9999233484268188,0.9999464750289917,
yor,0.9998288154602051,0.9999062418937683,0.9999446868896484,
zul,0.9998646378517151,0.9999291300773621,0.9999551177024841,
