,ORG,DATE,PER,LOC
bam,0.9190025329589844,,0.9129667282104492,0.9371286034584045
bbj,0.9347469210624695,,0.9280049204826355,0.8494270443916321
ewe,0.9448444843292236,,0.9163677096366882,0.934227466583252
fon,0.9469018578529358,,0.9216006994247437,0.9062600135803223
hau,0.955205500125885,,0.9243078827857971,0.9008135795593262
ibo,0.934905469417572,,0.9038285613059998,0.9362657070159912
kin,0.9621418118476868,,0.9399387836456299,0.9355894327163696
lug,0.9293943643569946,,0.9284939169883728,0.9158459901809692
luo,0.9642006158828735,,0.9334516525268555,0.9577429294586182
mos,0.9685310125350952,,0.8704668283462524,0.9034609198570251
nya,0.9213578104972839,,0.8990411162376404,0.8945978283882141
pcm,0.8921348452568054,,0.9120195508003235,0.8937975764274597
sna,0.9460445046424866,,0.9275749921798706,0.9064289331436157
swa,0.9271320700645447,,0.8668757677078247,0.9268411993980408
tsn,0.9236755967140198,,0.9248647093772888,0.915752112865448
twi,0.959593653678894,,0.9229024052619934,0.9031484127044678
wol,0.9416282176971436,,0.9376139044761658,0.8756651878356934
xho,0.9606765508651733,,0.9323779344558716,0.8560349345207214
yor,0.9436669945716858,,0.8769779801368713,0.8393297791481018
zul,0.9651889801025391,,0.9422810673713684,0.9013885259628296
