,ORG,PER,LOC,DATE
bam,0.8843128681182861,,0.9414341449737549,
bbj,0.9417281746864319,0.9478374719619751,0.8648465275764465,
ewe,0.9511867761611938,0.9585312008857727,,
fon,0.9503667950630188,0.9551599025726318,0.9340314269065857,
hau,0.9687203764915466,0.9738273024559021,0.9333122372627258,
ibo,0.9673176407814026,,0.938897967338562,
kin,0.968158483505249,0.9758044481277466,0.9365484714508057,
lug,0.9661840200424194,0.9629822969436646,,
luo,0.9436248540878296,0.970051646232605,,
mos,0.9572946429252625,0.9614071846008301,0.9125412702560425,
nya,0.966270387172699,0.9804840683937073,0.9355226755142212,
pcm,0.8993973731994629,0.9708748459815979,0.9266331791877747,
sna,0.9662320613861084,0.9664634466171265,0.9313840270042419,
swa,0.9365584850311279,0.9683102369308472,0.9409358501434326,
tsn,0.9630292057991028,,0.9298260807991028,
twi,0.9756186008453369,0.9770705103874207,0.9411949515342712,
wol,0.944739818572998,0.969316840171814,0.917287290096283,
xho,,0.9364501237869263,0.9142754673957825,
yor,0.9378713965415955,,0.8561354875564575,
zul,,0.9635878205299377,0.915932297706604,
