,DATE,ORG,PER,LOC
bam,0.958024263381958,0.8927264213562012,0.9643905758857727,0.9278586506843567
bbj,0.8886054754257202,0.9409239292144775,0.9543098211288452,0.8297961950302124
ewe,0.8563922047615051,0.9652426838874817,0.9453760385513306,0.9325892329216003
fon,0.9221723675727844,0.9549769163131714,0.9509556293487549,0.9098328948020935
hau,0.95037442445755,0.9687343835830688,0.9682636857032776,0.9040253162384033
ibo,0.9655784964561462,0.9689711928367615,0.9651153683662415,0.9149951934814453
kin,0.9582047462463379,0.9703682661056519,0.973874568939209,0.9472233057022095
lug,0.939670741558075,0.97430419921875,0.9554255604743958,0.9512678384780884
luo,0.9534966945648193,0.9681537747383118,0.9544690251350403,0.955303966999054
mos,0.8984020948410034,0.9597068428993225,0.9581469893455505,0.9180541634559631
nya,0.9475908279418945,0.9631437063217163,0.9694907665252686,0.9080466032028198
pcm,0.8325185179710388,0.9311285614967346,0.9619948267936707,0.9266606569290161
sna,0.9593016505241394,0.9624842405319214,0.9611916542053223,0.906307578086853
swa,0.901679515838623,0.9233031868934631,0.9361966252326965,0.9434306025505066
tsn,0.9587274789810181,0.9600787162780762,0.9636154174804688,0.9320512413978577
twi,0.9403685927391052,0.9744107127189636,0.9690934419631958,0.9555492997169495
wol,0.9455434083938599,0.9609401822090149,0.9616095423698425,0.9090171456336975
xho,0.9398126006126404,0.9624563455581665,0.9291593432426453,0.8983652591705322
yor,0.9207823872566223,0.9483638405799866,0.9097567200660706,0.8005245327949524
zul,0.9534409046173096,0.9716130495071411,0.9400447010993958,0.92711341381073
