,1,2,3,4,5,6,7,8,9,10,11,12
twi,0.932074268269383,0.9734933384103712,0.9813251055144017,0.9808428529041265,0.982173007687712,0.9785875479380289,0.9828759198095284,0.9705387069508921,0.9809677137911899,0.980464229305971,0.9817165767104881,0.9984874667473209
sna,0.9256759901451909,0.9705380925945207,0.9751365449693468,0.9730644268927231,0.9754749240438922,0.9685300514588948,0.9810609568178265,0.9678063408222074,0.9759244235973914,0.9761346109862467,0.9798409718911625,0.998407244682312
kin,0.9440656339420992,0.9754625773118213,0.9822675223444023,0.9796994118129506,0.9809349296139735,0.9774878862636541,0.982874491245918,0.9696130729189106,0.9755289097434109,0.977047351378839,0.9797419818859656,0.9984052250686201
zul,0.9222972622883865,0.9693958630748823,0.9777822689293256,0.9750996703415914,0.9764856824687883,0.9714468273462034,0.9809291191350401,0.9678749321332945,0.9770891116660776,0.9787540511020179,0.9806436699570962,0.9983295138599804
ewe,0.9065490918221817,0.9628685790728899,0.9727375534624835,0.970322542330798,0.9720329938371197,0.9653004275427924,0.9748291540769191,0.9675433846081004,0.9805541420445859,0.9786839265267826,0.9803925417001965,0.9982369137041777
nya,0.9240698187179814,0.9700906066333547,0.9786937116018308,0.9766458798857296,0.9778085717188767,0.9640486283239975,0.9746881345518275,0.9646358408179938,0.9724494612332687,0.9743903643876604,0.9784993239976827,0.9981626590478767
mos,0.8692752033277275,0.952604286810931,0.9668146515983382,0.9641466982224408,0.9648551711069993,0.9570843850085938,0.9694456536006304,0.9557836756986731,0.9791741556334264,0.9779000484827652,0.9800137617055652,0.99807443144252
tsn,0.9200289109173942,0.9677032037498126,0.9765777689179563,0.9735176423016716,0.9758044730604084,0.9696164777855468,0.9770036359238469,0.9646955783071082,0.9702613538908726,0.9725133475748081,0.9759095606294651,0.998057159983996
xho,0.8985620869530572,0.9609489842177996,0.972535985747194,0.9696984961141948,0.9714402747310065,0.964207757532207,0.9766976587912616,0.9634890139492509,0.9735652578687205,0.9722695738366507,0.9761289144025266,0.998005040062284
ibo,0.9184508927507338,0.9679788491305183,0.9771219456897062,0.9741440103724112,0.9731660976129419,0.9673928318460003,0.9766847164023156,0.9641386882152433,0.9753361876728466,0.9742110053312432,0.9775675656726059,0.9979280765774181
fon,0.8641888016189625,0.9470074613109912,0.962789835493549,0.959820617647732,0.9606920702784669,0.9541449663685817,0.9690540565384759,0.9516530274565703,0.9764971860404154,0.9762058078664021,0.9761312314607564,0.9978553531239334
wol,0.9060362246301439,0.9636979504348406,0.9731509701099271,0.968269250361748,0.9687236009859571,0.9597925232126822,0.9728334343511295,0.9612947133631488,0.971642265042055,0.9725349829034898,0.976124613030443,0.9978100437562443
luo,0.9302128872840233,0.9725596959294837,0.9802031793625526,0.9782107110116997,0.9800722973019469,0.9760298051086127,0.9783582387406842,0.9647988949725831,0.9704429420452674,0.9680869723986654,0.97143257242962,0.9975816075084278
swa,0.8836107592956692,0.9533606292375552,0.9657365488850214,0.9612097428515066,0.9633438298904818,0.9547967945828157,0.9602478006306816,0.9510539353283403,0.9593602847127081,0.9626851805205484,0.969825186775726,0.9974591101257546
bam,0.8789268747653837,0.9555952284071181,0.967226896410674,0.9632930054384119,0.9646737571635278,0.9591650043437684,0.9741552534446217,0.9616487996250975,0.9710509852298255,0.969235162711838,0.9708325891818815,0.9974534349534118
hau,0.8510166231323691,0.9395288973072775,0.9560433049607121,0.9554218084983577,0.9551837389765222,0.9489430921529632,0.9578912998336593,0.9492600423837799,0.9679191772220204,0.9683251051069464,0.9723357656627025,0.9974081811395664
yor,0.877589233170927,0.9521106333514444,0.9675842480721817,0.9646313439786823,0.9651695602859547,0.9566291410938587,0.9701486923336203,0.9554824147349089,0.971224285445167,0.9643665280156922,0.9690134282251006,0.9970795810222626
bbj,0.8740954196531009,0.9521125325190476,0.9656581917619393,0.9600224491038354,0.9591193954929028,0.9485992313989626,0.9662144394481883,0.9515686342918795,0.972179772784409,0.9703558376691874,0.969766653278499,0.9970751022829593
lug,0.8992122193567114,0.9607262132214565,0.9718205469106537,0.9699784591307048,0.9719940127890094,0.9694013529353671,0.9704905051031923,0.9554079050332113,0.9607589800380966,0.9656995708502613,0.9701071433650638,0.9970466419331079
pcm,0.878589864260231,0.9493888215301862,0.9625579991371803,0.9548169203053892,0.9549345159842297,0.9426531951411877,0.9522383735070821,0.9415970608299854,0.9600781260184872,0.9600462566301661,0.9659669601801529,0.9968899256974748
