,DATE,LOC,PER,ORG,Mean
swa,0.9990319969196695,0.999841766851476,0.9999378500385809,0.9993835315874253,0.999548786349288
pcm,0.9985002751745896,0.9998046712622454,0.999940717287831,0.9996626375125318,0.9994770753092995
sna,0.9981517388167382,0.9998822000992377,0.9999525790710289,0.9999182542763806,0.9994761930658463
hau,0.9981526024749647,0.9997965748767513,0.9999005291281711,0.9998656615360529,0.9994288420039851
lug,0.9978490246167747,0.999908749866765,0.9999398112109448,0.9998740467832555,0.999392908119435
ewe,0.9977850673380804,0.9997210978501154,0.9999182913711067,0.9996830234238446,0.9992768699957868
yor,0.9983871103279537,0.9994864677468865,0.9993646028730564,0.999760523958868,0.9992496762266911
mos,0.9979007516202513,0.9989393454582021,0.9999323620366726,0.9998627587045633,0.9991588044549223
kin,0.9972767105254396,0.9995660454425956,0.9999504280376429,0.9997698082447979,0.999140748062619
ibo,0.9972566223141395,0.9998073432995432,0.9998943914022551,0.9995999267118186,0.9991395709319392
bam,0.9979927425740187,0.9994556201653426,0.999912283782766,0.9989777983816499,0.9990846112259444
tsn,0.9986254992285095,0.9989973911915243,0.9997744356590693,0.9988242707825431,0.9990553992154115
zul,0.9996342540971729,0.9992221157654206,0.9987251278713939,0.9985696379867374,0.9990377839301812
luo,0.9965655860492919,0.9996968745514682,0.9999421049869731,0.9998626647125927,0.9990168075750815
twi,0.9971873100730931,0.9991036697791347,0.9994618191567589,0.9999200795202547,0.9989182196323104
bbj,0.9969762101595054,0.9993447682494002,0.9998983853470056,0.99944549053735,0.9989162135733154
xho,0.9996566818850358,0.9994215978446339,0.999104595549265,0.9973125321688115,0.9988738518619366
nya,0.9971473761334195,0.9998518360582054,0.9985677808289746,0.9998901370549753,0.9988642825188936
fon,0.9962065797231328,0.9994526654127037,0.9997593761360306,0.9993913850438129,0.9987025015789199
wol,0.9956913108799524,0.999077205699326,0.9998030338852999,0.9994099934510308,0.9984953859789023
