,ORG,DATE,LOC,PER,Mean
lug,0.9878207565559722,0.9900671884103271,0.9937285595314721,0.9636852724032432,0.9838254442252536
nya,0.9909770870887469,0.9857016870338481,0.992405420263539,0.9615577873084853,0.9826604954236549
sna,0.9879226864826731,0.9900052565834353,0.9897439871065099,0.9597643484653438,0.9818590696594904
kin,0.9906142663272403,0.9882986784026646,0.9933696956058043,0.954739262568472,0.9817554757260453
xho,0.9831718789362526,0.9915435941397053,0.9864309844792849,0.9478711313201622,0.9772543972188512
zul,0.9832265085483595,0.9824024176960868,0.9831156192741087,0.9583012320203723,0.9767614443847318
luo,0.9810779891652497,0.9797807613276965,0.9884346093779961,0.9524239550247519,0.9754293287239235
tsn,0.9849674896519833,0.9841808749363973,0.9802174628650832,0.9515995288860236,0.9752413390848719
hau,0.9769772704026781,0.9840140684400556,0.9779386478354406,0.9550078040213976,0.9734844476748931
wol,0.9780035906996193,0.9743734185312393,0.9796107414577794,0.9533498460358896,0.9713343991811318
swa,0.9775136782293035,0.9730695068979419,0.9738501823734075,0.9529465028056804,0.9693449675765834
twi,0.9796297859083282,0.9677880768534507,0.9755450195404256,0.9508829791749396,0.968461465369286
ibo,0.9609575048807056,0.9746011183941633,0.9822295566821836,0.9556750636463807,0.9683658109008584
bam,0.9585725722167013,0.978980636578254,0.9689054666198147,0.948513082712041,0.9637429395317028
ewe,0.97159857831044,0.9710610236646124,0.9713501816553861,0.9381584035268035,0.9630420467893105
mos,0.9741890769343199,0.9620344813318199,0.9628771517614395,0.9464494969395836,0.9613875517417907
yor,0.9608524229756313,0.9502247595827732,0.9479406633547118,0.9367639901346532,0.9489454590119424
pcm,0.9460916556643802,0.9267826892117355,0.9560064850483021,0.9391553399860968,0.9420090424776286
fon,0.9436637728094482,0.8647429378819346,0.9383185844239492,0.9320121930869982,0.9196843720505825
bbj,0.9226013245655125,0.9122201870148409,0.8867585176722638,0.9293296562601192,0.9127274213781841
