,LOC,ORG,DATE,PER,Mean
sna,0.999985933303833,,,0.9999848008155823,0.9999858119658062
fon,,,,0.9999833703041077,0.9999833703041077
xho,0.999984085559845,,,0.9999764561653137,0.9999832681247166
pcm,0.9999780654907227,,,0.9999316334724426,0.9999730906316212
twi,,,,0.9999677538871765,0.9999677538871765
bbj,0.9999651312828064,0.9999700784683228,,,0.9999676048755646
bam,,0.9999674558639526,,,0.9999674558639526
mos,,0.9999644756317139,,0.9999789595603943,0.9999660274812153
ibo,0.9999852776527405,0.9999372959136963,,,0.9999612867832184
zul,0.9999606609344482,,,,0.9999606609344482
tsn,0.9999789595603943,0.9999293684959412,,,0.9999541640281677
swa,,,,0.9999368786811829,0.9999368786811829
kin,,0.9999203085899353,,,0.9999203085899353
hau,,0.9999005794525146,,0.9999786615371704,0.9999089453901563
lug,,0.9998980164527893,,0.9999807476997375,0.9999068805149623
yor,0.9998834729194641,0.999914288520813,,,0.9998988807201385
nya,,0.9998977184295654,,,0.9998977184295654
ewe,,0.9998815059661865,,0.9999598860740662,0.999889903834888
wol,,0.9998868107795715,,,0.9998868107795715
luo,,0.9997814893722534,,0.9999791383743286,0.9998026660510472
