Language,Cosine_Similarity
lug,0.96589243
kin,0.96145236
xho,0.9611899
zul,0.95988953
nya,0.92899096
sna,0.92411494
luo,0.9080364
tsn,0.9021336
hau,0.8840682
wol,0.87293565
ibo,0.8564406
ewe,0.84643304
twi,0.8438128
bam,0.8413634
mos,0.818851
swa,0.7753197
pcm,0.7476404
fon,0.71836036
yor,0.71367705
bbj,0.6853795
