Language,Cosine_Similarity
lug,0.99932206
kin,0.99929464
sna,0.9990561
tsn,0.9989394
luo,0.99889266
nya,0.99871296
wol,0.99851066
ibo,0.9979583
pcm,0.9978356
ewe,0.9973513
mos,0.9966489
xho,0.9964115
yor,0.9962084
zul,0.99603295
bam,0.9955211
twi,0.99529135
hau,0.9949277
bbj,0.9949148
fon,0.9942053
swa,0.9938695
