,ORG,LOC,DATE,PER,Mean
kin,0.9999668598175049,0.9999527335166931,0.9999604821205139,0.9994792342185974,0.999950597878375
lug,0.9999510049819946,0.9999529123306274,0.9999645948410034,0.9995432496070862,0.9999480742255068
tsn,0.9999573230743408,0.999915361404419,0.9999591112136841,0.9994451403617859,0.9999341516712912
sna,0.9999520182609558,0.9999241232872009,0.99993896484375,0.99937903881073,0.9999274015426636
pcm,0.9999417662620544,0.9999372363090515,0.999914288520813,0.9995798468589783,0.9999242097723717
nya,0.9999756813049316,0.9998227953910828,0.999967098236084,0.9995346069335938,0.9999142651464424
xho,0.9999182224273682,0.9999024271965027,0.9999605417251587,0.9991110563278198,0.9999110636368297
bbj,0.9999591112136841,0.9997901320457458,0.9998916387557983,0.999674379825592,0.9998762564721451
twi,0.9999117851257324,0.9998217225074768,0.9998724460601807,0.9996715784072876,0.9998647870581134
ewe,0.9998897910118103,0.999885082244873,0.9998451471328735,0.999235987663269,0.9998608430226644
luo,0.9999154210090637,0.9998037219047546,0.9998772144317627,0.9993032813072205,0.9998544294849719
zul,0.9999664425849915,0.9997768402099609,0.9998298287391663,0.9993721842765808,0.9998481838531743
swa,0.9999033212661743,0.9999207258224487,0.9997350573539734,0.9995569586753845,0.9998472293997123
mos,0.9999247193336487,0.9998424649238586,0.9997210502624512,0.9993866086006165,0.9998207290967306
yor,0.9999086260795593,0.9997316598892212,0.9997411966323853,0.9995164275169373,0.9997883883177066
wol,0.9998751282691956,0.9996666312217712,0.9998449683189392,0.9990584254264832,0.9997811220050637
hau,0.9999175667762756,0.9997621774673462,0.9996529817581177,0.9998339414596558,0.999778680552065
ibo,0.9998267889022827,0.9996885061264038,0.9998311400413513,0.9995363354682922,0.9997773252281488
bam,0.9998546242713928,0.9995701909065247,0.9995659589767456,0.9994321465492249,0.9996590532508551
fon,0.9998389482498169,0.9994198679924011,0.9995949864387512,0.999043881893158,0.9996066782988754
