,PER,LOC,DATE,ORG,Mean
lug,0.7750712449784524,0.9394877857363173,0.9174827327778315,0.9152159751699365,0.8868144346656344
kin,0.7614126188612528,0.9123214819011171,0.9195692960868863,0.9355520763343356,0.882213868295898
sna,0.7776938513664513,0.8341563200573215,0.9586726694708304,0.9330397737748325,0.875890653667359
ibo,0.7832546596735057,0.8649742964231413,0.9403249130488093,0.9126479732702862,0.8753004606039356
twi,0.7666171816104776,0.8764879921892946,0.8975977039826923,0.9422254806570354,0.8707320896098749
luo,0.7709179541871319,0.8961854775436352,0.877809528609445,0.9267210443823195,0.8679085011806329
nya,0.770122890725767,0.8631604114982275,0.8927689951293285,0.93587617922024,0.8654821191433908
zul,0.7791960609414027,0.8445160430198927,0.9119525481219891,0.9153099851595602,0.8627436593107112
xho,0.7889893701912589,0.7820953249536982,0.9613466969447501,0.904680242359272,0.8592779086122448
swa,0.7416454754583526,0.8860679244894847,0.8638637931117944,0.9168779171930571,0.8521137775631722
tsn,0.7457692128811937,0.8092247228478836,0.9113464496306598,0.9170951596735272,0.8458588862583161
hau,0.7675719982702671,0.7762577059505023,0.8958636237448114,0.9119472941858934,0.8379101555378686
wol,0.7707459351346801,0.7770504129912179,0.8892826376257922,0.9048390030922626,0.8354794972109882
bam,0.7610760917656696,0.8277256709834894,0.864501868830262,0.8557453935955214,0.8272622562937356
mos,0.7554423317546923,0.7998311008365134,0.813039441149029,0.9067594395916161,0.8187680783329627
ewe,0.7637085991652921,0.8325508006665302,0.7631778858216386,0.9120458697952476,0.817870788862177
fon,0.7407623694860701,0.7543870934954143,0.8140217342082909,0.8933886846644291,0.8006399704635511
pcm,0.7338127839563086,0.8420137801387401,0.7183709535461236,0.8855744590545463,0.7949429941739297
yor,0.7289046970910219,0.660901583479245,0.8339653300560315,0.8962792919164357,0.7800127256356835
bbj,0.776354896379873,0.6175688831240721,0.7741241906458172,0.8152239178575981,0.74581797200184
