Language,Cosine_Similarity
lug,0.96668667
twi,0.93994766
kin,0.937551
swa,0.93165547
ewe,0.92704046
luo,0.9225995
bam,0.9173276
pcm,0.9129403
ibo,0.9120071
nya,0.909596
tsn,0.90560365
mos,0.8706574
hau,0.8705752
zul,0.8635774
sna,0.85739154
wol,0.84939665
xho,0.848627
fon,0.8324493
bbj,0.81240845
yor,0.68894875
