,ORG,PER,DATE,LOC,Mean
kin,0.9820420145988464,0.9852604866027832,,0.9786711931228638,0.9819912314414978
twi,0.9812150597572327,0.9826838970184326,,0.9818330407142639,0.9819106658299764
lug,0.9829659461975098,0.9865983724594116,,0.9721972942352295,0.9805872042973837
sna,0.9842926263809204,0.9756082892417908,,0.9801862835884094,0.9800290664037069
mos,0.9802958369255066,0.9758368134498596,,0.9728850722312927,0.9763392408688863
ibo,0.9714577198028564,0.9875671863555908,,0.9673174023628235,0.975447436173757
nya,0.9852604269981384,0.9811026453971863,,0.9591441750526428,0.9751690824826559
hau,0.9789431691169739,0.9786866903305054,,0.9677978754043579,0.9751425782839457
zul,0.989000141620636,0.974249541759491,,0.9593755006790161,0.974208394686381
luo,0.9690951704978943,0.9796851277351379,,0.9705280065536499,0.9731027682622274
wol,0.9724600315093994,0.9682096838951111,,0.9712542295455933,0.9706413149833679
xho,0.9838111996650696,0.9452300667762756,,0.9751335382461548,0.9680582682291666
ewe,0.9745924472808838,0.9706622362136841,,0.9558060765266418,0.9670202533404032
swa,0.9545304775238037,0.9772118330001831,,0.9671103954315186,0.9662842353185018
bam,0.959725558757782,0.972969651222229,,0.9660696387290955,0.9662549495697021
fon,0.9717472791671753,0.9437118768692017,,0.9586699604988098,0.9580430388450623
bbj,0.9694513082504272,0.9737247824668884,,0.9299920797348022,0.9577227234840393
tsn,0.9523439407348633,0.9647050499916077,,0.9511041641235352,0.9560510516166687
yor,0.9662397503852844,0.9606292247772217,,0.9349817037582397,0.9539502263069153
pcm,0.9341171383857727,0.9687841534614563,,0.9482890963554382,0.9503967960675558
