,ORG,PER,DATE,LOC,Mean
sna,0.9898602366447449,0.9823347330093384,,0.9854511618614197,0.985882043838501
kin,0.9864735007286072,0.9901394844055176,,0.9806432127952576,0.9857520659764608
lug,0.9882240891456604,0.99086993932724,,0.9741105437278748,0.984401524066925
nya,0.9867077469825745,0.9888326525688171,,0.9744154810905457,0.9833186268806458
hau,0.9832348227500916,0.9844421148300171,,0.979641318321228,0.9824394186337789
twi,0.9836891293525696,0.9850634932518005,,0.9781861901283264,0.9823129375775655
ibo,0.9789273738861084,0.9895005822181702,,0.9774121046066284,0.9819466869036356
mos,0.982758104801178,0.9827035665512085,,0.9783344268798828,0.9812653660774231
zul,0.9919368028640747,0.9840959906578064,,0.9670554399490356,0.9810294111569723
wol,0.9797855019569397,0.9791234731674194,,0.9746251702308655,0.9778447151184082
xho,0.9879317283630371,0.965648889541626,,0.9790061116218567,0.9775289098421732
swa,0.971352219581604,0.9863305687904358,,0.9743800163269043,0.9773542682329813
luo,0.9714745283126831,0.9846418499946594,,0.9752164483070374,0.9771109422047933
ewe,0.9804611206054688,0.9776927828788757,,0.9614436030387878,0.9731991688410441
bam,0.9620211720466614,0.9790186882019043,,0.9751045107841492,0.9720481236775717
tsn,0.9741338491439819,0.9787377119064331,,0.9629526138305664,0.9719413916269938
fon,0.9785001277923584,0.9625656008720398,,0.9699804782867432,0.9703487356503805
bbj,0.9741362929344177,0.9785016775131226,,0.9514347910881042,0.9680242538452148
yor,0.9686571955680847,0.9712781310081482,,0.9417380094528198,0.960557778676351
pcm,0.9564063549041748,0.9791867136955261,,0.9423074126243591,0.95930016040802
