,PER,DATE,ORG,LOC,Mean
kin,0.7487787008285522,0.968887448310852,0.9700555801391602,0.9556334614753723,0.9614559932956546
twi,0.7623583674430847,0.9532148838043213,0.9755970239639282,0.9400748014450073,0.9532414405677575
ibo,0.7573520541191101,0.9671053290367126,0.9711035490036011,0.925905704498291,0.9515969426300269
luo,0.7774704098701477,0.9516085982322693,0.9620786309242249,0.9462025761604309,0.9505276853644004
sna,0.7598989605903625,0.9732046723365784,0.9591394066810608,0.9182283282279968,0.9471940804967104
tsn,0.7579058408737183,0.9714918732643127,0.9582653045654297,0.9149090647697449,0.9452249747248772
zul,0.7430294156074524,0.963826596736908,0.9653748273849487,0.9065060019493103,0.9420514560434137
nya,0.7516069412231445,0.9466806054115295,0.962839663028717,0.9240068793296814,0.9414712207836742
ewe,0.7709723711013794,0.9268442988395691,0.9629532098770142,0.9267120957374573,0.9361930046807437
lug,0.7622895240783691,0.94642174243927,0.8984236717224121,0.9576014280319214,0.9314424997865371
xho,0.7357452511787415,0.9651919603347778,0.9525259733200073,0.877819836139679,0.9287577237044107
wol,0.7438063621520996,0.956100583076477,0.9447393417358398,0.8871514797210693,0.9264088287128238
swa,0.7589173913002014,0.8799657225608826,0.9398113489151001,0.9611853361129761,0.9243406963160657
bam,0.7411050796508789,0.9377285242080688,0.9205237030982971,0.9044577479362488,0.9180718566489032
pcm,0.7712159156799316,0.8814398646354675,0.9435145258903503,0.9278581142425537,0.9152988414439004
yor,0.7370265126228333,0.9286751747131348,0.9481436610221863,0.8604126572608948,0.9096485451450498
bbj,0.764968752861023,0.9201357960700989,0.9490479230880737,0.8665972948074341,0.9096127014773412
mos,0.7673987746238708,0.8461049199104309,0.9508635401725769,0.8911104798316956,0.8940006827744912
fon,0.7530428171157837,0.8945617079734802,0.9570538997650146,0.829424262046814,0.8914651984930664
hau,0.7625479698181152,0.8926474452018738,0.9312536716461182,0.84328293800354,0.8870690148959323
