,PER,LOC,ORG,DATE
bam,0.8440931439399719,0.9366011619567871,0.9122164845466614,
bbj,0.879363477230072,0.8487843871116638,0.9343747496604919,
ewe,0.8676592707633972,0.9126549363136292,0.9248990416526794,
fon,0.8604880571365356,0.9142014980316162,0.9512193202972412,
hau,0.871688961982727,0.9169654846191406,0.946671724319458,
ibo,,0.9146443605422974,0.9513716697692871,
kin,0.8738726377487183,0.9349269866943359,0.9097771048545837,
lug,0.854722261428833,,0.9426319599151611,
luo,0.8846808671951294,,0.9094992876052856,
mos,0.8479101657867432,0.9206100702285767,0.9372686743736267,
nya,0.8832845687866211,0.9164612293243408,0.9355147480964661,
pcm,0.8773617148399353,0.9470998048782349,0.8954236507415771,
sna,0.8802178502082825,0.9260252118110657,0.9238985776901245,
swa,0.8786346912384033,0.920418381690979,0.8902434706687927,
tsn,,0.9200039505958557,0.9283962845802307,
twi,0.899144172668457,0.9216307997703552,0.9597328901290894,
wol,0.8910117149353027,0.9111442565917969,0.903671145439148,
xho,0.8561967015266418,0.8936701416969299,0.9246048927307129,
yor,,0.7790374755859375,0.9258416295051575,
zul,0.8734251260757446,0.9075561165809631,0.9463074803352356,
