,PER,LOC,ORG,DATE,SWD_mean
bam,0.008221919290008373,0.009274316927076143,0.011171363126777578,,0.009555866447954031
bbj,0.00580523689814072,0.011283576098321646,0.009731409609230468,,0.00894007420189761
ewe,0.005932197686433938,0.008722645909529092,0.0069425551314452605,,0.007199132909136097
fon,0.006425225158182002,0.009769434037480096,0.009073957930922916,,0.008422872375528337
hau,0.006959680529689649,0.00888849531111191,0.008184932175026916,,0.008011036005276159
ibo,0.006202881733315735,0.010270551623762003,0.009470462980061711,,0.00864796544571315
kin,0.00684207846506979,0.010497505152670783,0.008916710405173944,,0.008752098007638173
lug,0.007753352480449394,0.008932357506182598,0.0110771258805471,,0.00925427862239303
luo,0.006831335264905647,0.008728266496746073,0.010452108501340263,,0.008670570087663995
mos,0.006134083560482395,0.009456877921820706,0.008499829895299627,,0.008030263792534242
nya,0.005568800064793322,0.009660858223924151,0.007734630947197729,,0.007654763078638401
pcm,0.006192421576088236,0.009152073588666099,0.010064660098123568,,0.008469718420959301
sna,0.006928439973307832,0.009657358182266762,0.00867408611884457,,0.008419961424806388
swa,0.006569090558969037,0.007601301336308097,0.011217746944566898,,0.008462712946614678
tsn,0.006937473493053403,0.00963178495203465,0.007931563473903225,,0.008166940639663759
twi,0.005339945527339296,0.008257448100266629,0.007096237665791705,,0.00689787709779921
wol,0.006413782756226283,0.008129075760280102,0.008624109183074324,,0.007722322566526903
xho,0.00795440319689078,0.009629923792999762,0.008760469355365785,,0.008781598781752109
yor,,0.014626206134380482,0.010664991374142119,,0.0126455987542613
zul,0.006874221228827082,0.0076879773441760335,0.007824489196536888,,0.007462229256513335
