model,config,layer,layer_mean_cosine_over_languages
xlmr,use0_use1_con2_max500_bat32,2,0.9606498080246746
xlmr,use0_use1_con2_max500_bat32,3,0.9730875935380043
xlmr,use0_use1_con2_max500_bat32,4,0.970495272998618
xlmr,use0_use1_con2_max500_bat32,5,0.970221545711178
xlmr,use0_use1_con2_max500_bat32,6,0.9625789323943016
xlmr,use0_use1_con2_max500_bat32,7,0.9699786734098852
xlmr,use0_use1_con2_max500_bat32,8,0.9691042757437536
xlmr,use0_use1_con2_max500_bat32,9,0.9722243822106307
xlmr,use0_use1_con2_max500_bat32,10,0.9716381093738127
xlmr,use0_use1_con2_max500_bat32,11,0.9756084028681034
xlmr,use0_use1_con2_max500_bat32,12,0.9977374841502359
xlmr,use0_use1_con2_max500_bat32,ALL,0.9657286023940904
xlmr,use0_use1_con2_max500_bat64,1,0.8978358508443796
xlmr,use0_use1_con2_max500_bat64,2,0.9612353313493145
xlmr,use0_use1_con2_max500_bat64,3,0.9722793830049214
xlmr,use0_use1_con2_max500_bat64,4,0.9698280475949377
xlmr,use0_use1_con2_max500_bat64,5,0.970461141180763
xlmr,use0_use1_con2_max500_bat64,6,0.9620071822627414
xlmr,use0_use1_con2_max500_bat64,7,0.9693705922653196
xlmr,use0_use1_con2_max500_bat64,8,0.9686018404852359
xlmr,use0_use1_con2_max500_bat64,9,0.9617724678754328
xlmr,use0_use1_con2_max500_bat64,10,0.9731768117607805
xlmr,use0_use1_con2_max500_bat64,11,0.9769324407233266
xlmr,use0_use1_con2_max500_bat64,12,0.9978381084446752
xlmr,use0_use1_con2_max500_bat64,ALL,0.9651115998159856
xlmr,use0_use1_con4_max250_bat32,1,0.841834164670671
xlmr,use0_use1_con4_max250_bat32,2,0.938525846708117
xlmr,use0_use1_con4_max250_bat32,3,0.9591258534068245
xlmr,use0_use1_con4_max250_bat32,4,0.9551701042135831
xlmr,use0_use1_con4_max250_bat32,5,0.9569544506373372
xlmr,use0_use1_con4_max250_bat32,6,0.952772367465902
xlmr,use0_use1_con4_max250_bat32,7,0.9610993562614556
xlmr,use0_use1_con4_max250_bat32,8,0.9569768340017151
xlmr,use0_use1_con4_max250_bat32,9,0.9571893192529111
xlmr,use0_use1_con4_max250_bat32,10,0.9621753576149292
xlmr,use0_use1_con4_max250_bat32,11,0.9666626982362558
xlmr,use0_use1_con4_max250_bat32,12,0.9967855238697327
xlmr,use0_use1_con4_max250_bat32,ALL,0.9504393230282863
xlmr,use0_use1_con4_max250_bat64,1,0.8544901649815321
xlmr,use0_use1_con4_max250_bat64,2,0.9431597591967332
xlmr,use0_use1_con4_max250_bat64,3,0.9609825015715519
xlmr,use0_use1_con4_max250_bat64,4,0.9560208965592685
xlmr,use0_use1_con4_max250_bat64,5,0.9476323669900116
xlmr,use0_use1_con4_max250_bat64,6,0.9526651770701656
xlmr,use0_use1_con4_max250_bat64,7,0.9614932334105729
xlmr,use0_use1_con4_max250_bat64,8,0.9558309518064618
xlmr,use0_use1_con4_max250_bat64,9,0.9539329821936692
xlmr,use0_use1_con4_max250_bat64,10,0.9501700793973633
xlmr,use0_use1_con4_max250_bat64,11,0.9558861889922415
xlmr,use0_use1_con4_max250_bat64,12,0.9961140557204613
xlmr,use0_use1_con4_max250_bat64,ALL,0.9490315298241695
xlmr,use0_use1_con4_max500_bat32,1,0.873773810135497
xlmr,use0_use1_con4_max500_bat32,2,0.952322908794128
xlmr,use0_use1_con4_max500_bat32,3,0.9681853363506111
xlmr,use0_use1_con4_max500_bat32,4,0.9660522170339861
xlmr,use0_use1_con4_max500_bat32,5,0.9663118016654264
xlmr,use0_use1_con4_max500_bat32,6,0.9610568430538413
xlmr,use0_use1_con4_max500_bat32,7,0.9681111952502262
xlmr,use0_use1_con4_max500_bat32,8,0.9661684648938549
xlmr,use0_use1_con4_max500_bat32,9,0.9693306973889058
xlmr,use0_use1_con4_max500_bat32,10,0.9673160110934527
xlmr,use0_use1_con4_max500_bat32,11,0.9712951241104072
xlmr,use0_use1_con4_max500_bat32,12,0.9972479743487703
xlmr,use0_use1_con4_max500_bat32,ALL,0.9605976986765922
xlmr,use0_use1_con4_max500_bat64,1,0.8759462553732116
xlmr,use0_use1_con4_max500_bat64,2,0.9526309655690349
xlmr,use0_use1_con4_max500_bat64,3,0.9669982488991048
xlmr,use0_use1_con4_max500_bat64,4,0.9653361191337984
xlmr,use0_use1_con4_max500_bat64,5,0.9661852932654081
xlmr,use0_use1_con4_max500_bat64,6,0.9605360125778978
xlmr,use0_use1_con4_max500_bat64,7,0.9672881841827969
xlmr,use0_use1_con4_max500_bat64,8,0.9652391595735574
xlmr,use0_use1_con4_max500_bat64,9,0.9594823992927838
xlmr,use0_use1_con4_max500_bat64,10,0.9690362710965683
xlmr,use0_use1_con4_max500_bat64,11,0.9734641935668937
xlmr,use0_use1_con4_max500_bat64,12,0.9974009352396399
xlmr,use0_use1_con4_max500_bat64,ALL,0.9599620031475579
xlmr,use1_use0_con0_max250_bat32,1,0.9996707137397133
xlmr,use1_use0_con0_max250_bat32,2,0.999963197905369
xlmr,use1_use0_con0_max250_bat32,3,0.9999873823477994
xlmr,use1_use0_con0_max250_bat32,4,0.9999913780391934
xlmr,use1_use0_con0_max250_bat32,5,0.9999847722531158
xlmr,use1_use0_con0_max250_bat32,6,0.9999991393165475
xlmr,use1_use0_con0_max250_bat32,7,0.9999959036316175
xlmr,use1_use0_con0_max250_bat32,8,0.9999639060619387
xlmr,use1_use0_con0_max250_bat32,9,0.9999911098477021
xlmr,use1_use0_con0_max250_bat32,10,0.9999917578599142
xlmr,use1_use0_con0_max250_bat32,11,0.9999672560376156
xlmr,use1_use0_con0_max250_bat32,12,0.9995130001415078
xlmr,use1_use0_con0_max250_bat32,ALL,0.999918293098503
xlmr,use1_use0_con0_max250_bat64,1,0.9996999699550733
xlmr,use1_use0_con0_max250_bat64,2,0.9999651335596148
xlmr,use1_use0_con0_max250_bat64,3,0.9999876529656619
xlmr,use1_use0_con0_max250_bat64,4,0.9999922009549504
xlmr,use1_use0_con0_max250_bat64,5,0.9999802273322438
xlmr,use1_use0_con0_max250_bat64,6,0.9999990788459237
xlmr,use1_use0_con0_max250_bat64,7,0.9999942679697054
xlmr,use1_use0_con0_max250_bat64,8,0.9999549989499854
xlmr,use1_use0_con0_max250_bat64,9,0.9999887302816823
xlmr,use1_use0_con0_max250_bat64,10,0.9999906820207654
xlmr,use1_use0_con0_max250_bat64,11,0.9999581476146249
xlmr,use1_use0_con0_max250_bat64,12,0.9993067461100807
xlmr,use1_use0_con0_max250_bat64,ALL,0.999901486380026
xlmr,use1_use0_con0_max500_bat32,1,0.9997422526176797
xlmr,use1_use0_con0_max500_bat32,2,0.9999701267562552
xlmr,use1_use0_con0_max500_bat32,3,0.9999903817541214
xlmr,use1_use0_con0_max500_bat32,4,0.9999938541786502
xlmr,use1_use0_con0_max500_bat32,5,0.99998851309885
xlmr,use1_use0_con0_max500_bat32,6,0.9999993407302732
xlmr,use1_use0_con0_max500_bat32,7,0.9999970593035348
xlmr,use1_use0_con0_max500_bat32,8,0.9999792529293849
xlmr,use1_use0_con0_max500_bat32,9,0.9999945185827099
xlmr,use1_use0_con0_max500_bat32,10,0.999993522710594
xlmr,use1_use0_con0_max500_bat32,11,0.999981958623984
xlmr,use1_use0_con0_max500_bat32,12,0.9995426853222092
xlmr,use1_use0_con0_max500_bat32,ALL,0.9999311222173538
xlmr,use1_use0_con0_max500_bat64,1,0.999720402825643
xlmr,use1_use0_con0_max500_bat64,2,0.9999677690441219
xlmr,use1_use0_con0_max500_bat64,3,0.9999896085284637
xlmr,use1_use0_con0_max500_bat64,4,0.999993783406502
xlmr,use1_use0_con0_max500_bat64,5,0.9999891182331421
xlmr,use1_use0_con0_max500_bat64,6,0.9999993282536884
xlmr,use1_use0_con0_max500_bat64,7,0.9999969595977577
xlmr,use1_use0_con0_max500_bat64,8,0.9999782841895201
xlmr,use1_use0_con0_max500_bat64,9,0.9999936592054958
xlmr,use1_use0_con0_max500_bat64,10,0.9999937354141449
xlmr,use1_use0_con0_max500_bat64,11,0.9999809273366915
xlmr,use1_use0_con0_max500_bat64,12,0.9996958400242049
xlmr,use1_use0_con0_max500_bat64,ALL,0.999941618004948
xlmr,use1_use0_con2_max250_bat32,1,0.9996707137397133
xlmr,use1_use0_con2_max250_bat32,2,0.999963197905369
xlmr,use1_use0_con2_max250_bat32,3,0.9999873823477994
xlmr,use1_use0_con2_max250_bat32,4,0.9999913780391934
xlmr,use1_use0_con2_max250_bat32,5,0.9999847722531158
xlmr,use1_use0_con2_max250_bat32,6,0.9999991393165475
xlmr,use1_use0_con2_max250_bat32,7,0.9999959036316175
xlmr,use1_use0_con2_max250_bat32,8,0.9999639060619387
xlmr,use1_use0_con2_max250_bat32,9,0.9999911098477021
xlmr,use1_use0_con2_max250_bat32,10,0.9999917578599142
xlmr,use1_use0_con2_max250_bat32,11,0.9999672560376156
xlmr,use1_use0_con2_max250_bat32,12,0.9995130001415078
xlmr,use1_use0_con2_max250_bat32,ALL,0.999918293098503
xlmr,use1_use0_con2_max250_bat64,1,0.9996999699550733
xlmr,use1_use0_con2_max250_bat64,2,0.9999651335596148
xlmr,use1_use0_con2_max250_bat64,3,0.9999876529656619
xlmr,use1_use0_con2_max250_bat64,4,0.9999922009549504
xlmr,use1_use0_con2_max250_bat64,5,0.9999802273322438
xlmr,use1_use0_con2_max250_bat64,6,0.9999990788459237
xlmr,use1_use0_con2_max250_bat64,7,0.9999942679697054
xlmr,use1_use0_con2_max250_bat64,8,0.9999549989499854
xlmr,use1_use0_con2_max250_bat64,9,0.9999887302816823
xlmr,use1_use0_con2_max250_bat64,10,0.9999906820207654
xlmr,use1_use0_con2_max250_bat64,11,0.9999581476146249
xlmr,use1_use0_con2_max250_bat64,12,0.9993067461100807
xlmr,use1_use0_con2_max250_bat64,ALL,0.999901486380026
xlmr,use1_use0_con2_max500_bat32,1,0.9997422526176797
xlmr,use1_use0_con2_max500_bat32,2,0.9999701267562552
xlmr,use1_use0_con2_max500_bat32,3,0.9999903817541214
xlmr,use1_use0_con2_max500_bat32,4,0.9999938541786502
xlmr,use1_use0_con2_max500_bat32,5,0.99998851309885
xlmr,use1_use0_con2_max500_bat32,6,0.9999993407302732
xlmr,use1_use0_con2_max500_bat32,7,0.9999970593035348
xlmr,use1_use0_con2_max500_bat32,8,0.9999792529293849
xlmr,use1_use0_con2_max500_bat32,9,0.9999945185827099
xlmr,use1_use0_con2_max500_bat32,10,0.999993522710594
xlmr,use1_use0_con2_max500_bat32,11,0.999981958623984
xlmr,use1_use0_con2_max500_bat32,12,0.9995426853222092
xlmr,use1_use0_con2_max500_bat32,ALL,0.9999311222173538
xlmr,use1_use0_con2_max500_bat64,1,0.999720402825643
xlmr,use1_use0_con2_max500_bat64,2,0.9999677690441219
xlmr,use1_use0_con2_max500_bat64,3,0.9999896085284637
xlmr,use1_use0_con2_max500_bat64,4,0.999993783406502
xlmr,use1_use0_con2_max500_bat64,5,0.9999891182331421
xlmr,use1_use0_con2_max500_bat64,6,0.9999993282536884
xlmr,use1_use0_con2_max500_bat64,7,0.9999969595977577
xlmr,use1_use0_con2_max500_bat64,8,0.9999782841895201
xlmr,use1_use0_con2_max500_bat64,9,0.9999936592054958
xlmr,use1_use0_con2_max500_bat64,10,0.9999937354141449
xlmr,use1_use0_con2_max500_bat64,11,0.9999809273366915
xlmr,use1_use0_con2_max500_bat64,12,0.9996958400242049
xlmr,use1_use0_con2_max500_bat64,ALL,0.999941618004948
xlmr,use1_use0_con4_max250_bat32,1,0.9996707137397133
xlmr,use1_use0_con4_max250_bat32,2,0.999963197905369
xlmr,use1_use0_con4_max250_bat32,3,0.9999873823477994
xlmr,use1_use0_con4_max250_bat32,4,0.9999913780391934
xlmr,use1_use0_con4_max250_bat32,5,0.9999847722531158
xlmr,use1_use0_con4_max250_bat32,6,0.9999991393165475
xlmr,use1_use0_con4_max250_bat32,7,0.9999959036316175
xlmr,use1_use0_con4_max250_bat32,8,0.9999639060619387
xlmr,use1_use0_con4_max250_bat32,9,0.9999911098477021
xlmr,use1_use0_con4_max250_bat32,10,0.9999917578599142
xlmr,use1_use0_con4_max250_bat32,11,0.9999672560376156
xlmr,use1_use0_con4_max250_bat32,12,0.9995130001415078
xlmr,use1_use0_con4_max250_bat32,ALL,0.999918293098503
xlmr,use1_use0_con4_max250_bat64,1,0.9996999699550733
xlmr,use1_use0_con4_max250_bat64,2,0.9999651335596148
xlmr,use1_use0_con4_max250_bat64,3,0.9999876529656619
xlmr,use1_use0_con4_max250_bat64,4,0.9999922009549504
xlmr,use1_use0_con4_max250_bat64,5,0.9999802273322438
xlmr,use1_use0_con4_max250_bat64,6,0.9999990788459237
