,DATE,LOC,PER,ORG
bam,0.976116418838501,0.9916001558303833,0.9954528212547302,0.9928792715072632
bbj,0.9752904176712036,0.9767244458198547,0.9949424862861633,0.9927685856819153
ewe,0.9619696140289307,0.9966583251953125,0.994024932384491,0.9962281584739685
fon,0.9834925532341003,0.9826205968856812,0.9935914874076843,0.9961665272712708
hau,0.9957935214042664,0.9874474406242371,0.9946696162223816,0.9953490495681763
ibo,0.993643045425415,0.9885450005531311,0.9972437024116516,0.99593585729599
kin,0.9835137724876404,0.9971317052841187,0.9951156973838806,0.9969967603683472
lug,0.9722845554351807,0.9983565807342529,0.9978389739990234,0.9956981539726257
luo,0.9854901432991028,0.9978571534156799,0.9965291619300842,0.9964890480041504
mos,0.9559165239334106,0.9871407747268677,0.9934085011482239,0.9956480264663696
nya,0.9856478571891785,0.9942062497138977,0.9970935583114624,0.9970769882202148
pcm,0.9586013555526733,0.9983543753623962,0.9983857274055481,0.9921100735664368
sna,0.992345929145813,0.9870057106018066,0.9977921843528748,0.9945133328437805
swa,0.9820740818977356,0.998479962348938,0.9978563189506531,0.9919827580451965
tsn,0.9914463758468628,0.9955257177352905,0.9962100982666016,0.9928916692733765
twi,0.9845479726791382,0.9984078407287598,0.9974879622459412,0.9980496168136597
wol,0.9771988391876221,0.9894465208053589,0.9960992932319641,0.993980884552002
xho,0.9951193928718567,0.9852378964424133,0.9941000938415527,0.9919320940971375
yor,0.9784990549087524,0.9681494832038879,0.9860739707946777,0.9933350086212158
zul,0.9910134673118591,0.9920254349708557,0.9937344789505005,0.9948258399963379
