,PER,ORG,DATE,LOC,Mean
twi,0.9744670842967869,0.9932032072001027,0.9823509363475139,0.9865312832821529,0.984138127781639
kin,0.969710470952104,0.9900437433885815,0.9883367158072849,0.9883656416778007,0.9841141429564427
luo,0.9729415111718999,0.9924078596317067,0.9859413414390409,0.9844553145142111,0.9839365066892147
sna,0.9678850192488946,0.9903880038269409,0.9943528760887465,0.9757022030984428,0.9820820255657563
swa,0.9683545923908027,0.9908882256614869,0.9790439412166289,0.9898785512557955,0.9820413276311786
lug,0.970050548460216,0.9871136903630967,0.9815242895199746,0.984610006874856,0.9808246338045359
ibo,0.9676739892349628,0.9886974940326789,0.9927661947210934,0.9733869764375439,0.9806311636065698
nya,0.9672969251764791,0.9921240214000472,0.9842691842809635,0.9763906822486276,0.9800202032765294
zul,0.9716830914238911,0.986458404645722,0.9846536843154606,0.9687964651434532,0.9778979113821318
xho,0.9726751167009495,0.9868143511661663,0.9946450490256739,0.9562204262685972,0.9775887357903468
tsn,0.9708840369981593,0.9902997444574331,0.9855644531217126,0.9626998525167262,0.9773620217735078
wol,0.972641236141031,0.987997099692287,0.983175108096037,0.9613072640085741,0.9762801769844823
ewe,0.9731065122719197,0.9900893398786801,0.9537856295623092,0.9831880271415294,0.9750423772136096
hau,0.970897272039193,0.9849563948769646,0.9904996556336781,0.9534576581093959,0.9749527451648079
bam,0.9618264566125707,0.9810278761971064,0.9803174938370018,0.9684807149978077,0.9729131354111217
mos,0.9632476516458153,0.9902670039953784,0.977819585362899,0.9525359957974288,0.9709675592003804
fon,0.971339090585727,0.9854193924640469,0.9790114938046411,0.9473763944913359,0.9707865928364376
pcm,0.9712548879497358,0.9859116417598615,0.9384309558128705,0.9845855247341967,0.9700457525641661
bbj,0.9740670101083971,0.9791059524627,0.9653718137259683,0.9364955692158385,0.9637600863782261
yor,0.956753034569242,0.9885374150497309,0.9749640908678673,0.92881498464046,0.962267381281825
