,PER,LOC,DATE,ORG
bam,0.9738873243331909,0.9467171430587769,0.976151704788208,0.9544067978858948
bbj,0.9793172478675842,0.9177999496459961,0.9587538242340088,0.9786323308944702
ewe,0.968286395072937,0.9627200365066528,0.9634048938751221,0.9843782186508179
fon,0.9808271527290344,0.9389397501945496,0.9573556184768677,0.9829986095428467
hau,0.9709475636482239,0.9332764744758606,0.935150146484375,0.9798996448516846
ibo,0.98139488697052,0.9238773584365845,0.9886854887008667,0.9814757108688354
kin,0.9747464060783386,0.9653589725494385,0.9848883152008057,0.9839677810668945
lug,0.9767169952392578,0.9793294072151184,0.9637258052825928,0.968058168888092
luo,0.9686166048049927,0.9706354141235352,0.9783823490142822,0.9794753789901733
mos,0.9794173240661621,0.9435880184173584,0.9490944147109985,0.983249306678772
nya,0.9821620583534241,0.9390825033187866,0.9733431339263916,0.9801864624023438
pcm,0.9783605337142944,0.95710688829422,0.8879831433296204,0.9412622451782227
sna,0.9725490212440491,0.9512214660644531,0.9835414886474609,0.9774482846260071
swa,0.9628992676734924,0.9597773551940918,0.8973681926727295,0.949303388595581
tsn,0.9789615273475647,0.9619545936584473,0.9788607954978943,0.9799277186393738
twi,0.9809105396270752,0.9735991358757019,0.9734641313552856,0.9882320165634155
wol,0.9813814759254456,0.9253871440887451,0.9735168218612671,0.9773197174072266
xho,0.965697169303894,0.9451004266738892,0.9704514145851135,0.9742292165756226
yor,0.9706829190254211,0.9226932525634766,0.9689316749572754,0.9738427400588989
zul,0.9758163094520569,0.9557860493659973,0.9716878533363342,0.9872716665267944
