,LOC,PER,ORG,DATE
bam,0.9776821136474609,0.9493680596351624,0.9733467102050781,0.9803889393806458
bbj,0.9551677703857422,0.9373556971549988,0.9709519743919373,0.9641408920288086
ewe,0.9875229597091675,0.9519898295402527,0.9859520196914673,0.9780019521713257
fon,0.9756616950035095,0.9444774985313416,0.9718759655952454,0.9583359360694885
hau,0.9853521585464478,0.9503867030143738,0.9893159866333008,0.9867746829986572
ibo,0.9849283695220947,0.9584253430366516,0.9887890219688416,0.985873818397522
kin,0.9877914190292358,0.9492327570915222,0.993933379650116,0.9836830496788025
lug,0.9944392442703247,0.959574282169342,0.9939393997192383,0.9855692386627197
luo,0.9899804592132568,0.9658549427986145,0.9915071129798889,0.9874432682991028
mos,0.9790736436843872,0.9522650241851807,0.9858898520469666,0.9646309018135071
nya,0.9898509383201599,0.9647799134254456,0.9952257871627808,0.9819116592407227
pcm,0.9792668223381042,0.955091655254364,0.9758811593055725,0.9678072929382324
sna,0.9795691967010498,0.9529187083244324,0.9906579256057739,0.969039797782898
swa,0.9783621430397034,0.9728485941886902,0.9809487462043762,0.98142409324646
tsn,0.9841204881668091,0.9620222449302673,0.988447904586792,0.9866319298744202
twi,0.9781414270401001,0.9458742141723633,0.9836912155151367,0.972571849822998
wol,0.986845076084137,0.9626348614692688,0.9866713285446167,0.9787389039993286
xho,0.9897137880325317,0.9571346044540405,0.989470899105072,0.9910756945610046
yor,0.9670084118843079,0.9554399847984314,0.9790175557136536,0.970437228679657
zul,0.991267740726471,0.9646044969558716,0.9941678047180176,0.9859142303466797
