,LOC,PER,ORG,DATE
bam,0.9622841477394104,0.9395289421081543,0.9427908658981323,
bbj,0.8907511234283447,0.9206320643424988,0.9257446527481079,
ewe,0.9575747847557068,0.9367809891700745,0.953315019607544,
fon,0.9521307349205017,0.922742486000061,0.9341578483581543,
hau,0.9788771867752075,0.9474024176597595,0.9751165509223938,
ibo,0.977118968963623,0.9483574032783508,0.9583345651626587,
kin,0.9860955476760864,0.9617753028869629,0.9749875664710999,
lug,0.9729568362236023,0.9589805603027344,0.988423764705658,
luo,0.9804892539978027,0.9611510038375854,0.9615408778190613,
mos,0.9698914885520935,0.9399178624153137,0.9651645421981812,
nya,0.9879878163337708,0.9691169857978821,0.97880619764328,
pcm,0.9316959381103516,0.9170251488685608,0.9228148460388184,
sna,0.9843471050262451,0.9545090198516846,0.9759078621864319,
swa,0.9640107154846191,0.9597318768501282,0.9507669806480408,
tsn,0.9828428030014038,0.9620080590248108,0.9722698330879211,
twi,0.969620406627655,0.9303406476974487,0.9718742370605469,
wol,0.9750966429710388,0.9580088257789612,0.9693441987037659,
xho,0.9785289764404297,0.9472732543945312,0.9804968237876892,
yor,0.9491776823997498,,0.9418785572052002,
zul,0.9766958951950073,0.9638391137123108,0.9802680015563965,
