layer,model,rank_type,language,cosine,config
1,mbert,top5,xho,0.9994850422932012,use1_use1_con4_max500_bat32
1,mbert,top5,nya,0.9994388194534697,use1_use1_con4_max500_bat32
1,mbert,top5,luo,0.9994297868218656,use1_use1_con4_max500_bat32
1,mbert,top5,lug,0.9994282886053566,use1_use1_con4_max500_bat32
1,mbert,top5,swa,0.9993985683974442,use1_use1_con4_max500_bat32
1,mbert,worst5,yor,0.9984670752062315,use1_use1_con4_max500_bat32
1,mbert,worst5,pcm,0.9987939216454436,use1_use1_con4_max500_bat32
1,mbert,worst5,bbj,0.9988654648370217,use1_use1_con4_max500_bat32
1,mbert,worst5,fon,0.9989617009007927,use1_use1_con4_max500_bat32
1,mbert,worst5,ibo,0.9991087627789927,use1_use1_con4_max500_bat32
2,mbert,top5,xho,0.9999033972772012,use1_use1_con4_max500_bat32
2,mbert,top5,nya,0.999897589272938,use1_use1_con4_max500_bat32
2,mbert,top5,luo,0.9998945922513243,use1_use1_con4_max500_bat32
2,mbert,top5,lug,0.9998926169968319,use1_use1_con4_max500_bat32
2,mbert,top5,swa,0.9998797212649471,use1_use1_con4_max500_bat32
2,mbert,worst5,yor,0.9997101081745443,use1_use1_con4_max500_bat32
2,mbert,worst5,bbj,0.9998005612982264,use1_use1_con4_max500_bat32
2,mbert,worst5,fon,0.9998049004719388,use1_use1_con4_max500_bat32
2,mbert,worst5,pcm,0.9998114949492224,use1_use1_con4_max500_bat32
2,mbert,worst5,ibo,0.999835495180949,use1_use1_con4_max500_bat32
3,mbert,top5,nya,0.9999574474167323,use1_use1_con4_max500_bat32
3,mbert,top5,xho,0.9999513617523783,use1_use1_con4_max500_bat32
3,mbert,top5,lug,0.9999507860543113,use1_use1_con4_max500_bat32
3,mbert,top5,luo,0.9999487118364067,use1_use1_con4_max500_bat32
3,mbert,top5,zul,0.9999474626827706,use1_use1_con4_max500_bat32
3,mbert,worst5,yor,0.9998831010316261,use1_use1_con4_max500_bat32
3,mbert,worst5,bbj,0.9998959232710343,use1_use1_con4_max500_bat32
3,mbert,worst5,pcm,0.9998987053537614,use1_use1_con4_max500_bat32
3,mbert,worst5,fon,0.9999122959214124,use1_use1_con4_max500_bat32
3,mbert,worst5,ewe,0.9999210095154708,use1_use1_con4_max500_bat32
4,mbert,top5,lug,0.9998815994973684,use1_use1_con4_max500_bat32
4,mbert,top5,nya,0.9998734971549736,use1_use1_con4_max500_bat32
4,mbert,top5,kin,0.9998679006650499,use1_use1_con4_max500_bat32
4,mbert,top5,zul,0.9998472626727349,use1_use1_con4_max500_bat32
4,mbert,top5,sna,0.9998379739615081,use1_use1_con4_max500_bat32
4,mbert,worst5,pcm,0.9995703235076883,use1_use1_con4_max500_bat32
4,mbert,worst5,yor,0.9995930380084662,use1_use1_con4_max500_bat32
4,mbert,worst5,bbj,0.9996403603052402,use1_use1_con4_max500_bat32
4,mbert,worst5,fon,0.9996823061803174,use1_use1_con4_max500_bat32
