,LOC,DATE,ORG,PER,Mean
luo,0.9898787252614525,0.9865649813110474,0.9903911096491294,0.9731544003990072,0.9849973041551592
kin,0.9880496061999767,0.9891594287983797,0.9881500116440446,0.9692412728175136,0.9836500798649787
twi,0.9815984604746115,0.9829907406126316,0.9890893177364529,0.975820425872781,0.9823747361741193
zul,0.9806177623053107,0.9889691445095237,0.9870606403132306,0.9696594481804238,0.9815767488271222
sna,0.9789385626433882,0.9938633254532051,0.985343788482175,0.9679073763840658,0.9815132632407084
hau,0.9730486996164096,0.9909064201609894,0.987422656061405,0.9709352477301975,0.9805782558922503
ibo,0.9780806411104639,0.991529176028849,0.9850659622467082,0.967165093766707,0.980460218288182
xho,0.9689176344814724,0.9937955790678609,0.9852320370254231,0.9720085047570607,0.9799884388329543
nya,0.9851070674818763,0.9824148970979474,0.9885093493771631,0.9637643009381096,0.9799489037237741
lug,0.9737992475369962,0.9911426263507329,0.9838207473844198,0.9679963894603131,0.9791897526831155
swa,0.9858542169061653,0.9795117212794234,0.9862699380321279,0.9645415928366379,0.9790443672635887
tsn,0.9728975756915439,0.9883401417228159,0.9861336453725131,0.9679955168171422,0.9788417199010038
wol,0.9730051821356822,0.981006597556892,0.9877650286685884,0.9704697544007425,0.9780616406904763
fon,0.9650883344481594,0.9778246354476319,0.9887915501650401,0.9700169400490595,0.9754303650274727
ewe,0.9834977031709161,0.9561573674973682,0.985981025059777,0.9730863965831649,0.9746806230778066
bam,0.9799937978000965,0.9819641756437217,0.9737734661518436,0.9626868837053377,0.9746045808252499
mos,0.9704873596281688,0.9801895563581203,0.9858345884666899,0.9598182530051974,0.9740824393645442
yor,0.9528185596204507,0.9687444596255549,0.9870556162730266,0.9573914046985085,0.9665025100543851
bbj,0.9521796063108612,0.9469252211305328,0.984177496494532,0.9739266230907183,0.964302236756661
pcm,0.9851471838776427,0.9140745999262259,0.9799049952319954,0.9695950266059948,0.9621804514104646
