,ORG,PER,DATE,LOC,Mean
xho,,0.9999764561653137,,0.999984085559845,0.9999835204195093
mos,0.9999644756317139,0.9999843835830688,,0.9999808073043823,0.9999730930878565
ibo,0.9999575018882751,,,0.9999852776527405,0.9999713897705078
twi,0.9999721646308899,0.9999677538871765,,0.9999656677246094,0.999968871474266
bbj,0.9999700784683228,0.9999831914901733,,0.9999660849571228,0.9999686628580093
zul,,0.9999706745147705,,0.9999606609344482,0.9999614026811388
ewe,0.9999489784240723,0.9999598860740662,,,0.9999497863981459
bam,0.9999181032180786,,,0.999978244304657,0.9999481737613678
tsn,0.9999160170555115,,,0.9999789595603943,0.9999474883079529
sna,0.9999021887779236,0.9999848008155823,,0.999985933303833,0.99994562795529
fon,0.9999369382858276,0.99998539686203,,0.9999412298202515,0.9999408653149238
hau,0.9999005794525146,0.9999786615371704,,0.9999685883522034,0.9999362791960056
swa,0.9999196529388428,0.9999368786811829,,0.9999473094940186,0.9999336118881519
wol,0.9998868107795715,0.9999843239784241,,0.999967098236084,0.9999291610259277
kin,0.999904453754425,0.9999840259552002,,0.9999203681945801,0.9999151653968371
lug,0.9998980164527893,0.9999831318855286,,,0.9999043212996589
nya,0.9998586177825928,0.9999839663505554,,0.9999399185180664,0.9999025257734152
yor,0.999914288520813,,,0.9998834729194641,0.9998988807201385
pcm,0.9998133182525635,0.9999724626541138,,0.9999780654907227,0.9998986445940458
luo,0.9997814893722534,0.999984085559845,,,0.9997964964972602
