,LOC,ORG,DATE,PER,Mean
twi,0.8440132898894119,0.9179930157440075,0.8417066772537232,0.7319965355564849,0.8339273796109069
luo,0.8812192011228366,0.896453256704674,0.8512069332989449,0.7056024037977104,0.8336204487310415
kin,0.8905198345047959,0.8852710595997779,0.8819576101630855,0.6672825762612731,0.8312577701322331
sna,0.7763938272069252,0.8915259921211381,0.9314637306176562,0.7146656390733445,0.828512297254766
lug,0.899844544533718,0.8685191984639106,0.8265499047411883,0.7160554459259844,0.8277422734162003
ibo,0.8163597411307665,0.8507091383049086,0.9180557788507667,0.7076255333579161,0.8231875479110895
nya,0.8263020078191841,0.9081434428327937,0.8496961152039283,0.7005390274336901,0.821170148322399
swa,0.8655583822965056,0.8702999012489958,0.8053780062064092,0.6911088857683382,0.8080862938800621
zul,0.7828578463418213,0.8567493455559086,0.8586574653289408,0.7006635206081019,0.7997320444586932
xho,0.6909993974635488,0.8468918613884453,0.9245834037898893,0.7086298890032373,0.7927761379112802
tsn,0.7138326381208239,0.8687487236492737,0.8797521172641457,0.6913297107957525,0.788415797457499
hau,0.7022223388255069,0.8609334073597382,0.8671958306427668,0.6993319717291453,0.7824208871392893
wol,0.7092355156419132,0.8608035029480055,0.8330736938511722,0.7131227822635079,0.7790588736761498
mos,0.7440133750629019,0.8604468883787101,0.7604517750250611,0.7086255319040612,0.7683843925926837
ewe,0.7947208821272784,0.8608915236712773,0.6760222544445479,0.684782820341103,0.7541043701460517
bam,0.7507442466535346,0.7770588590849921,0.7950946940530744,0.6870129755613383,0.7524776938382349
pcm,0.8120985004109651,0.8415293990287139,0.6030311295373709,0.717475268930735,0.7435335744769462
fon,0.6695281989643608,0.8077786354623653,0.73343576193323,0.67500031280329,0.7214357272908114
yor,0.5398218452045894,0.8324711566277966,0.7488687340054798,0.6096842519321047,0.6827114969424927
bbj,0.48451528702756474,0.6968540727103841,0.6893247572631048,0.7203256041525171,0.6477549302883927
