,LOC,ORG,PER,DATE,Mean
lug,0.7496904,0.8193567,0.8750516,0.77760756,0.8054266
kin,0.760502,0.82034385,0.82743,0.7834587,0.79793364
nya,0.7443869,0.8215941,0.8368012,0.7577541,0.7901341
luo,0.74430484,0.78592014,0.821207,0.7723571,0.7809473
sna,0.75799525,0.8006396,0.7868984,0.7763736,0.78047675
tsn,0.7219479,0.79511285,0.820594,0.77548754,0.7782856
wol,0.7439735,0.773991,0.80723417,0.7712741,0.7741182
ibo,0.73456264,0.76124066,0.8124962,0.76706195,0.7688404
twi,0.72099584,0.7868705,0.81998205,0.74238306,0.76755786
ewe,0.7212456,0.77948064,0.81542706,0.73320127,0.76233864
pcm,0.7369598,0.77605104,0.82619,0.70270455,0.76047635
zul,0.72617155,0.7799655,0.78551936,0.7457285,0.75934625
xho,0.73719215,0.77695334,0.76905954,0.7483531,0.7578895
mos,0.72180444,0.77228737,0.7962357,0.7237909,0.7535296
swa,0.7262715,0.75520253,0.8083874,0.71883315,0.75217366
bam,0.7297582,0.7379138,0.7926986,0.7292123,0.74739575
hau,0.72502434,0.75316155,0.79844844,0.70497185,0.7454015
fon,0.70495963,0.7579961,0.79650676,0.68714917,0.73665285
yor,0.70689875,0.73420477,0.7642272,0.7322782,0.7344022
bbj,0.7011416,0.723531,0.80356246,0.7027789,0.73275346
