,DATE,PER,LOC,ORG
bam,,0.9698484539985657,0.9654151797294617,0.9406535029411316
bbj,,0.9708318710327148,0.926112711429596,0.9672057628631592
ewe,,0.9777122735977173,0.9711199998855591,0.9823074340820312
fon,,0.9737790822982788,0.9484103322029114,0.9728133082389832
hau,,0.9642221927642822,0.942118227481842,0.9663131237030029
ibo,,0.9719094634056091,0.9575356245040894,0.9825266599655151
kin,,0.9746031761169434,0.9722077250480652,0.9835368990898132
lug,,0.9895597696304321,0.9835221767425537,0.9754846692085266
luo,,0.9738584756851196,0.9754858016967773,0.9817271828651428
mos,,0.9744985699653625,0.9533388018608093,0.9754128456115723
nya,,0.9805814027786255,0.9550696015357971,0.9820186495780945
pcm,,0.9797298312187195,0.9721089005470276,0.9639987349510193
sna,,0.9750881791114807,0.9551632404327393,0.9795160293579102
swa,,0.9774446487426758,0.9780439734458923,0.9711438417434692
tsn,,0.9815298318862915,0.9708882570266724,0.9799998998641968
twi,,0.9775336980819702,0.9717757701873779,0.9870921969413757
wol,,0.9696467518806458,0.9579929709434509,0.9778364300727844
xho,,0.9448056221008301,0.9445371031761169,0.9613513350486755
yor,,0.9589481353759766,0.9432264566421509,0.9712069034576416
zul,,0.9644245505332947,0.956360936164856,0.965123176574707
