,DATE,PER,LOC,ORG
bam,0.839149534702301,0.8882189989089966,0.7545416355133057,0.8763552308082581
bbj,0.791907548904419,0.8926382660865784,0.7010298371315002,0.9037716388702393
ewe,0.8504319787025452,0.8822020292282104,0.8326951265335083,0.9416380524635315
fon,0.801470935344696,0.8927790522575378,0.6836948394775391,0.9217740893363953
hau,0.8550518751144409,0.8943969011306763,0.7160961031913757,0.8852950930595398
ibo,0.9249606132507324,0.9022150039672852,0.8235794305801392,0.9499014019966125
kin,0.9239703416824341,0.9029515981674194,0.892979085445404,0.9560344815254211
lug,0.8955473303794861,0.9761973023414612,0.904231071472168,0.8560415506362915
luo,0.8902548551559448,0.9009414911270142,0.8548440933227539,0.9342250227928162
mos,0.7399071455001831,0.912238359451294,0.7776715755462646,0.9338294267654419
nya,0.8886042833328247,0.8759636878967285,0.8244122266769409,0.9445813894271851
pcm,0.7312231659889221,0.9103582501411438,0.8203840851783752,0.8882099390029907
sna,0.8946499228477478,0.8946279287338257,0.8170172572135925,0.9302184581756592
swa,0.7629464268684387,0.9142367839813232,0.8736437559127808,0.894187331199646
tsn,0.9020178318023682,0.9113155007362366,0.8207494616508484,0.9219638705253601
twi,0.8768410086631775,0.907010018825531,0.8449134826660156,0.9464188814163208
wol,0.9235612750053406,0.9076220393180847,0.7860143780708313,0.9335150122642517
xho,0.9150585532188416,0.8951404690742493,0.7691905498504639,0.9230568408966064
yor,0.8664245009422302,0.8473417162895203,0.6981069445610046,0.9036376476287842
zul,0.9131278395652771,0.8962635397911072,0.810065746307373,0.9470404386520386
