,LOC,DATE,PER,ORG
bam,0.9615312814712524,0.9742000699043274,0.9811711311340332,0.9631215333938599
bbj,0.9445756673812866,0.9687564969062805,0.9809624552726746,0.9866290092468262
ewe,0.9684628844261169,0.964708149433136,0.9821987152099609,0.9898011088371277
fon,0.940658688545227,0.9647752642631531,0.9828377962112427,0.986899733543396
hau,0.9430976510047913,0.9591630101203918,0.9813883900642395,0.9780961871147156
ibo,0.9556377530097961,0.990989625453949,0.985527753829956,0.9844710826873779
kin,0.9776362180709839,0.9855605363845825,0.9811204075813293,0.9886338710784912
lug,0.9786802530288696,0.9701879620552063,0.9817776679992676,0.9675602912902832
luo,0.9756465554237366,0.9804317355155945,0.9793450236320496,0.9856042265892029
mos,0.9557710886001587,0.9578697085380554,0.9853693246841431,0.9873661994934082
nya,0.9572822451591492,0.9760996103286743,0.9872027039527893,0.9857643842697144
pcm,0.9753156304359436,0.9254472851753235,0.9810346364974976,0.962169885635376
sna,0.9525647759437561,0.9862684011459351,0.980343222618103,0.9793862104415894
swa,0.9768102169036865,0.9388067126274109,0.9788898825645447,0.9654988646507263
tsn,0.9663916230201721,0.9851801991462708,0.9836122989654541,0.9853227734565735
twi,0.9787927269935608,0.9816886186599731,0.9863953590393066,0.9919328093528748
wol,0.9428264498710632,0.9797584414482117,0.987710177898407,0.9866794943809509
xho,0.9489402770996094,0.9879277348518372,0.9782213568687439,0.9826367497444153
yor,0.9415751099586487,0.9758418202400208,0.9786479473114014,0.9747652411460876
zul,0.963683545589447,0.983278751373291,0.9796488881111145,0.9893580675125122
