,LOC,DATE,PER,ORG,Mean
twi,0.9999962924186309,0.9999963652083844,0.9999848405603651,0.9999968698825893,0.9999935920174925
ewe,0.9999975803835396,0.9999945167417078,0.9999840695033015,0.9999977024431866,0.9999934672679339
luo,0.9999972800750552,0.9999922633035304,0.9999867596103517,0.9999975603647843,0.9999934658384304
kin,0.9999961427657137,0.9999942752888835,0.9999842241845188,0.9999968964722276,0.9999928846778359
zul,0.9999963840807518,0.9999968560260607,0.999977699418591,0.9999964716346871,0.9999918527900227
tsn,0.9999934699183879,0.9999956408208979,0.9999818100661765,0.9999942766346561,0.9999912993600296
nya,0.9999971103748593,0.9999877010741258,0.9999792221102709,0.9999970646163951,0.9999902745439129
xho,0.9999891437617907,0.9999985011170016,0.9999736488120512,0.9999980524596486,0.999989836537623
yor,0.9999902081570666,0.9999970979417401,0.9999703943053105,0.9999987383908541,0.9999891096987428
sna,0.999989757840508,0.9999981172504779,0.9999717693137958,0.9999960546945563,0.9999889247748345
ibo,0.999987089093208,0.9999986063228727,0.9999713832651321,0.9999951822078332,0.9999880652222615
mos,0.9999803641155212,0.9999950854356547,0.9999763806681278,0.9999958530992451,0.9999869208296372
lug,0.999992106375371,0.9999930950998676,0.9999742767700961,0.9999873739298648,0.9999867130437998
hau,0.999986746388398,0.9999790362195787,0.9999746761224251,0.9999982105339331,0.9999846673160837
wol,0.9999899526634914,0.9999878582679665,0.9999724825995994,0.9999879426682773,0.9999845590498336
swa,0.9999934183769396,0.9999640985456901,0.9999862700028428,0.9999868555921653,0.9999826606294094
bam,0.9999814939403004,0.9999902345854866,0.9999692166540602,0.9999872928796011,0.9999820595148621
fon,0.9999796748018601,0.9999828526919483,0.9999756088926555,0.9999859616291464,0.9999810245039027
bbj,0.9999645455006047,0.9999958486756161,0.999975482548153,0.999987256423178,0.9999807832868879
pcm,0.9999949524464095,0.9999574560941265,0.9999758993479965,0.9999809931607506,0.9999773252623207
