,DATE,ORG,LOC,PER,Mean
kin,0.9797251376307808,0.9911967314228955,0.9750329731598025,0.9868690252730694,0.9832059668716371
twi,0.9807940057187082,0.9910892376899922,0.9707114494232765,0.9883917292806121,0.9827466055281473
sna,0.9872413134089596,0.9890569409399864,0.9608431185386302,0.9877382739151883,0.9812199117006912
ibo,0.9884841148165702,0.9824229749670735,0.9633102679621652,0.9867492663001556,0.980241656011491
lug,0.9776221832448722,0.9667440058594258,0.9764333469878618,0.9961323276408471,0.9792329659332517
luo,0.9705277649002307,0.9866737475324038,0.9661244843795018,0.9889359444088196,0.978065485305239
nya,0.975793875415713,0.9922306117651906,0.9577432214823889,0.9834557986835383,0.9773058768367077
tsn,0.9817838626186546,0.9871021370027194,0.9507293008524323,0.9876984191982746,0.9768284299180202
ewe,0.9703397867716095,0.9890832105437948,0.9589131406686495,0.9873971294584044,0.9764333168606145
zul,0.9742813470855186,0.988567532460308,0.9581465421331503,0.983580220893951,0.9761439106432319
xho,0.982983985031047,0.9845191837517476,0.9483271599195879,0.9869024176721302,0.9756831865936282
wol,0.976289679517164,0.9860259969328622,0.9408928272048706,0.9846875496968139,0.9719740133379277
mos,0.9674657156028504,0.9878907626971292,0.9358892092841036,0.9899234003460099,0.9702922719825233
bam,0.9691837719212438,0.9744106556017115,0.9462021199200483,0.9852698914745318,0.9687666097293838
swa,0.9440216632533731,0.9768477873215559,0.9663677003556553,0.9868203453830623,0.9685143740784117
yor,0.9747474433122374,0.9877709347559996,0.9266520033744499,0.9782873246177548,0.9668644265151104
fon,0.953971899104687,0.9852489478879636,0.9366373864740964,0.987982975910087,0.9659603023442086
bbj,0.9592817704783878,0.9812712390187477,0.9316499695838882,0.9878114188634871,0.9650035994861278
pcm,0.9223640106193919,0.971080870501414,0.9591997490309281,0.9891607404744251,0.9604513426565398
hau,0.9431252872741509,0.9771546575339747,0.935940772322494,0.9823116766500168,0.9596330984451591
