,PER,DATE,LOC,ORG,Mean
lug,0.8417056202888489,0.9122079014778137,0.8783990144729614,0.8859347105026245,0.8795618116855621
kin,0.8524428606033325,0.8832303881645203,0.8170990943908691,0.9063677191734314,0.8647850155830383
twi,0.8831943273544312,0.7808057069778442,0.848456084728241,0.8997930288314819,0.8530622869729996
luo,0.81623375415802,0.8495380282402039,0.8489169478416443,0.858829140663147,0.8433794677257538
tsn,0.8351208567619324,0.8747774958610535,0.7887060046195984,0.8523789644241333,0.8377458304166794
ibo,0.848785400390625,0.8936337828636169,0.7044627666473389,0.8823721408843994,0.8323135226964951
sna,0.8384124040603638,0.8970654010772705,0.7105388045310974,0.8636453151702881,0.8274154812097549
nya,0.8754814863204956,0.8403513431549072,0.6964908838272095,0.8964083790779114,0.8271830230951309
zul,0.7762753963470459,0.860228419303894,0.7742252945899963,0.8787748217582703,0.8223759829998016
swa,0.8462445139884949,0.7471093535423279,0.8534923791885376,0.7711236476898193,0.8044924736022949
hau,0.8377466201782227,0.8587508201599121,0.6526173949241638,0.8686525225639343,0.8044418394565582
wol,0.8486423492431641,0.8494834899902344,0.6296989917755127,0.8144873976707458,0.7855780571699142
fon,0.8191688060760498,0.7353157997131348,0.7054635882377625,0.8452330231666565,0.7762953042984009
bam,0.8247423768043518,0.7919924259185791,0.7583543062210083,0.7123411893844604,0.7718575745820999
xho,0.7795287370681763,0.8009506464004517,0.6270745396614075,0.8512414693832397,0.7646988481283188
mos,0.8394511938095093,0.6379043459892273,0.7026947736740112,0.7957398891448975,0.7439475506544113
ewe,0.7913316488265991,0.5336770415306091,0.7739702463150024,0.8420132398605347,0.7352480441331863
pcm,0.854171872138977,0.4838264286518097,0.7821305990219116,0.7599478363990784,0.7200191840529442
bbj,0.8350288271903992,0.6442430019378662,0.5152498483657837,0.7965123653411865,0.6977585107088089
yor,0.701705813407898,0.7127394080162048,0.5373773574829102,0.7540341019630432,0.676464170217514
