,DATE,PER,ORG,LOC,Mean
lug,0.9999924302101135,0.9999962449073792,0.9999932050704956,0.9999908804893494,0.9999931901693344
sna,0.9999898672103882,0.9999920129776001,0.9999958276748657,0.9999946355819702,0.999993085861206
nya,0.9999890923500061,0.999991238117218,0.9999895691871643,0.9999938011169434,0.999990925192833
kin,0.9999902844429016,0.9999904036521912,0.9999909400939941,0.9999902248382568,0.9999904632568359
xho,0.9999943375587463,0.9999824166297913,0.9999916553497314,0.9999929666519165,0.9999903440475464
ibo,0.9999960660934448,0.9999942183494568,0.9999798536300659,0.9999906420707703,0.9999901950359344
tsn,0.9999910593032837,0.9999931454658508,0.9999880790710449,0.9999883770942688,0.9999901652336121
luo,0.9999867677688599,0.9999892711639404,0.999984622001648,0.9999945759773254,0.9999888092279434
wol,0.9999861717224121,0.9999901652336121,0.9999856352806091,0.9999921321868896,0.9999885261058807
zul,0.9999908804893494,0.9999862313270569,0.9999910593032837,0.99998539686203,0.99998839199543
mos,0.9999824166297913,0.9999892711639404,0.9999880790710449,0.9999914169311523,0.9999877959489822
ewe,0.9999864101409912,0.9999875426292419,0.9999828338623047,0.9999927878379822,0.99998739361763
yor,0.999986469745636,0.9999851584434509,0.99998939037323,0.9999875426292419,0.9999871402978897
bbj,0.999981701374054,0.9999886751174927,0.9999874830245972,0.9999834299087524,0.9999853223562241
hau,0.9999732971191406,0.9999897480010986,0.9999884366989136,0.999988317489624,0.9999849498271942
twi,0.9999715685844421,0.9999846816062927,0.9999884963035583,0.9999870657920837,0.9999829530715942
swa,0.9999804496765137,0.9999827146530151,0.9999810457229614,0.9999874234199524,0.9999829083681107
pcm,0.9999709129333496,0.9999878406524658,0.9999803304672241,0.99998539686203,0.9999811202287674
bam,0.9999809861183167,0.9999860525131226,0.9999651908874512,0.999980628490448,0.9999782145023346
fon,0.999976396560669,0.9999644160270691,0.9999803304672241,0.9999810457229614,0.9999755471944809
