,PER,ORG,LOC,DATE
bam,0.9986485838890076,0.997824490070343,0.9975481629371643,0.9980268478393555
bbj,0.9986693263053894,0.9990119934082031,0.9980191588401794,0.9983869194984436
ewe,0.9975646734237671,0.9986733794212341,0.9984843134880066,0.9976667761802673
fon,0.9975137710571289,0.9969162940979004,0.9964526891708374,0.9971755743026733
hau,0.9972805380821228,0.9950982332229614,0.99547278881073,0.9932555556297302
ibo,0.9985364079475403,0.9980154037475586,0.9982943534851074,0.9990242123603821
kin,0.9987495541572571,0.9988886117935181,0.9990087151527405,0.9981023073196411
lug,0.9996771216392517,0.9994333982467651,0.9980589151382446,0.9974458813667297
luo,0.9985356330871582,0.997827410697937,0.9988343119621277,0.9990527629852295
mos,0.9989497661590576,0.9986650347709656,0.9984595775604248,0.9983721971511841
nya,0.9988080859184265,0.9987367391586304,0.9987896084785461,0.9983411431312561
pcm,0.9939656257629395,0.992896318435669,0.9950292110443115,0.986208438873291
sna,0.9993542432785034,0.9994297027587891,0.9990254044532776,0.9991119503974915
swa,0.9940788745880127,0.9930413365364075,0.9886746406555176,0.9846433401107788
tsn,0.9987940788269043,0.996713399887085,0.9974956512451172,0.9981322884559631
twi,0.9986001253128052,0.9986240267753601,0.997507631778717,0.9984939694404602
wol,0.9991747736930847,0.9986894726753235,0.998757004737854,0.9993869662284851
xho,0.9982966184616089,0.9988280534744263,0.9990330338478088,0.998248815536499
yor,0.9986602067947388,0.9980655312538147,0.998518168926239,0.998988687992096
zul,0.998565673828125,0.9993002414703369,0.9985435009002686,0.9983981251716614
