Language,Cosine_Similarity
lug,0.9993759
kin,0.99934334
sna,0.9991127
tsn,0.998988
luo,0.99894565
nya,0.9987756
wol,0.99856085
ibo,0.99801207
pcm,0.99786866
ewe,0.9973977
mos,0.9967061
xho,0.99648285
yor,0.9962699
zul,0.9960927
bam,0.9955832
twi,0.99536014
bbj,0.9949886
hau,0.9949879
fon,0.9942711
swa,0.9939817
