,DATE,PER,LOC,ORG,Mean
lug,0.5903874,0.7783601,0.6741282,0.68701816,0.6824735
twi,0.6074875,0.7187341,0.59101564,0.71483886,0.65801907
luo,0.6322861,0.67558277,0.5752466,0.7162811,0.6498491
ibo,0.649635,0.7157575,0.546221,0.6788854,0.64762473
kin,0.6252602,0.6795924,0.59186816,0.68044955,0.64429253
swa,0.60635304,0.6743741,0.58959854,0.6817781,0.63802594
sna,0.66828835,0.6854017,0.49244547,0.6944859,0.6351553
pcm,0.4766168,0.75201684,0.5830611,0.67823327,0.622482
tsn,0.62195474,0.6593853,0.51364756,0.67901653,0.61850107
ewe,0.5557617,0.6893104,0.562617,0.6623021,0.6174978
nya,0.58594996,0.65038353,0.52891856,0.6961597,0.615353
hau,0.65320957,0.69304323,0.4766353,0.6096071,0.6081238
fon,0.5901196,0.69970495,0.49283555,0.6385053,0.6052913
xho,0.7081889,0.6738287,0.45604375,0.5812289,0.6048226
bam,0.6012484,0.705816,0.5208489,0.5868143,0.60368186
zul,0.6426517,0.65244776,0.49109733,0.615294,0.6003727
wol,0.61487067,0.6914579,0.4648221,0.6017901,0.59323514
mos,0.5549035,0.69048166,0.48809358,0.60962033,0.5857748
bbj,0.5461966,0.7036459,0.4504152,0.5910254,0.5728207
yor,0.5848188,0.5735498,0.4421103,0.58843935,0.5472295
