,ORG,LOC,PER,DATE
bam,0.9538741707801819,0.9654165506362915,0.9152477383613586,
bbj,0.9527387619018555,0.9349309206008911,0.9144694805145264,
ewe,0.9648356437683105,0.9378753900527954,0.9185633659362793,
fon,0.964466392993927,0.9639042615890503,0.9150955677032471,
hau,0.9834993481636047,0.9784956574440002,0.8988467454910278,
ibo,0.9633384346961975,0.9796218872070312,0.9201065897941589,
kin,0.9723613858222961,0.9755163192749023,0.9059256911277771,
lug,0.9827277064323425,0.9576477408409119,0.9164904952049255,
luo,0.9556418061256409,0.9752399325370789,0.9389338493347168,
mos,0.9712135195732117,0.9711660146713257,0.9159653186798096,
nya,0.9759206175804138,0.9795466065406799,0.9367349147796631,
pcm,0.9386805295944214,0.9167681336402893,0.9130357503890991,
sna,0.9746310710906982,0.9636136889457703,0.8972564935684204,
swa,0.9144909381866455,0.923117995262146,0.9213911294937134,
tsn,0.9654271006584167,0.9732329845428467,0.9314945340156555,
twi,0.9812766313552856,0.9652770757675171,0.9055774211883545,
wol,0.9777300357818604,0.9781910181045532,0.9396434426307678,
xho,0.9772413372993469,0.9709020853042603,0.9140791893005371,
yor,0.952865481376648,0.9605668783187866,0.9476190209388733,
zul,0.978939950466156,0.9650884866714478,0.9267194867134094,
