,ORG,LOC,PER,DATE
bam,0.9716626405715942,0.9795750379562378,,
bbj,0.9640948176383972,0.9558178186416626,0.9423454999923706,
ewe,0.9781995415687561,,0.9522821307182312,
fon,0.9707021117210388,0.9746986031532288,0.946804940700531,
hau,0.9861528873443604,0.9841018915176392,0.953891932964325,
ibo,0.9771943688392639,0.9867034554481506,,
kin,0.985838770866394,0.9880701303482056,0.9592914581298828,
lug,0.9925663471221924,,0.9608292579650879,
luo,0.9776092171669006,,0.9643928408622742,
mos,0.9792718291282654,0.9739723801612854,0.9510555863380432,
nya,0.9879711866378784,0.9894936084747314,0.9698835611343384,
pcm,0.9488048553466797,0.9480125308036804,0.9442698359489441,
sna,0.9862032532691956,0.9794148802757263,0.9547995328903198,
swa,0.9639514684677124,0.9609062075614929,0.9587910175323486,
tsn,0.9821587800979614,0.9810402989387512,,
twi,0.9866139888763428,0.9792518019676208,0.9528476595878601,
wol,0.9829419255256653,0.9819667935371399,0.9621790051460266,
xho,,0.9842848777770996,0.9545760750770569,
yor,0.957707941532135,0.9594239592552185,,
zul,,0.9788868427276611,0.9625272154808044,
