,ORG,LOC,PER,DATE
bam,0.9999064803123474,0.9998779892921448,0.9997501969337463,0.9998831748962402
bbj,0.9998575448989868,0.9998604655265808,0.9997291564941406,0.999753475189209
ewe,0.9999003410339355,0.999906599521637,0.9997545480728149,0.9998905062675476
fon,0.9998676180839539,0.999901294708252,0.9997938871383667,0.9996852874755859
hau,0.9999409317970276,0.9999527931213379,0.9996395707130432,0.9998968839645386
ibo,0.9999245405197144,0.9999206066131592,0.9997131824493408,0.9998935461044312
kin,0.9999693632125854,0.9999613761901855,0.9995919466018677,0.999849259853363
lug,0.9999599456787109,0.9999566078186035,0.9997164607048035,0.9998858571052551
luo,0.9999221563339233,0.9999464750289917,0.9998421669006348,0.9999103546142578
mos,0.9999351501464844,0.9999055862426758,0.9997493624687195,0.9998465776443481
nya,0.9999696016311646,0.9999648928642273,0.999845027923584,0.9998354911804199
pcm,0.9998076558113098,0.9998786449432373,0.9997717142105103,0.9998010396957397
sna,0.9999565482139587,0.9998890161514282,0.9996895790100098,0.9997652769088745
swa,0.9999241828918457,0.9999111294746399,0.999794065952301,0.9998604655265808
tsn,0.9999375343322754,0.9999317526817322,0.9997653961181641,0.9999113082885742
twi,0.9999157190322876,0.9998953938484192,0.9997333288192749,0.9998957514762878
wol,0.9999217391014099,0.9999089241027832,0.9997908473014832,0.999883770942688
xho,0.9999606609344482,0.9999580979347229,0.99980229139328,0.9999489784240723
yor,0.9997802376747131,0.9997584819793701,0.9996609687805176,0.9996822476387024
zul,0.9999682307243347,0.9999405145645142,0.999789834022522,0.9998689889907837
